role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Dhinal Shah,approx. ₹ 769 Cr to be executed based on the delivery plans. Order booking has surely impro,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d8e5c544-b026-427c-aad4-5c1d0d6e1b59.pdf
Chairman,Kulin Lalbhai,"his bachelors degree in Conservation Biology from University of California, Davis, and his Masters in Environmental Science from Yale Univer",,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d8e5c544-b026-427c-aad4-5c1d0d6e1b59.pdf
Chairman,Punit Lalbhai,have a pending order book of approx. ₹ 769 Cr to be executed based on the delivery plans. Order booking has surely impro,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d8e5c544-b026-427c-aad4-5c1d0d6e1b59.pdf
Chairman,Reena Bhagwati,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/5a86f75a-311d-4929-9583-1e5e9b6e2e0c.pdf
Chairman,Sanjay Lalbhai,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/316dc46f-f62e-42c3-b2ab-282654118aea.pdf
Managing Director,Reginaldo Dsouza,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d8e5c544-b026-427c-aad4-5c1d0d6e1b59.pdf
CFO,Nilesh Hirapara,,,"FY2023,FY2026",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d713f0c3-2949-47de-b523-095978e138dd.pdf
Chairman,Arpit Patel,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/542460/73740542460.pdf
CEO,Reginaldo Dsouza,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d713f0c3-2949-47de-b523-095978e138dd.pdf
CEO,Rishi Roop Kapoor,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/542460/73740542460.pdf
CFO,Bhavesh Shah,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/542460/73740542460.pdf
