role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Sanjeeb Chaudhuri,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/593a8dc4-1dcb-4d21-865a-03b47cf97ee8.pdf
Managing Director,Vishal Mahadevia,ce and a B.S. in Electrical Engineering from the University of Pennsylvania. Nature of Expertise in specific functional areasMr. Vishal Maha,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/539437/69765539437.pdf
