role,name,qualification,experience,years_present,status,first_seen_in_ar
Managing Director,Ashutosh Raghuvanshi,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532843/68803532843.pdf
CFO,Vivek Kumar Goyal,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/11b24bb7-03c6-4caa-9e28-fe3ef2f4ec35.pdf
