role,name,qualification,experience,years_present,status,first_seen_in_ar
Managing Director,Pralay Mondal,,,FY2022–FY2024,current,https://www.bseindia.com/bseplus/AnnualReport/542867/75693542867.pdf
Chairman,Madhavan Aravamuthan,Degree and Master’s Degree in Commerce from the University of Mumbai. He is a Member of the Institut,Bankers. Experience: He has over 30 years of experience in the finance and banking sector. He was the Pa,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/542867/69071542867.pdf
