role,name,qualification,experience,years_present,status,first_seen_in_ar
Managing Director,Chandra Shekhar Ghosh,"pensation of the MD & CEO for the FY 2021-22 will be placed before the Members, after the approval of RBI is received for",,FY2022–FY2023,current,https://www.bseindia.com/bseplus/AnnualReport/541153/73758541153.pdf
Chairman,"Bibek 
Debroy",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/541153/73758541153.pdf
