role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Rahul Mithal,"Batch). He holds the additional qualification of MBA (Finance) from Jamnalal Bajaj Institute of Management Studies, Mumba",,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/541556/74471541556.pdf
Chairman,Anil Vij,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/541556/74471541556.pdf
Chairman,Bibhu Prasad Nayak,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/541556/74471541556.pdf
Chairman,Dineshananda Goswami,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a6668630-c030-43d3-a9cc-a08fa1138caf.pdf
Chairman,Godawari Mishra,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/541556/74471541556.pdf
Chairman,Raj Kumar Mangla,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a6668630-c030-43d3-a9cc-a08fa1138caf.pdf
Chairman,Rajeev Mehrotra,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/541556/71170541556.pdf
Chairman,"Rajendra 
Nath Goyal",,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/541556/71170541556.pdf
Chairman,Vinay Srivastava,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/541556/71170541556.pdf
CFO,Parmod Kumar Narang,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/541556/74471541556.pdf
