role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Pramod Chaudhari,"f 65 years which is well within the maximum age limit prescribed under Section 196 (3)(a) of the Companies Act, 2013. e .",,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/522205/73652522205.pdf
Chairman,Sachin Raole,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2519ddcc-263a-490e-966b-a8c797fab3cc.pdf
Chairman,Vinayak Deshpande,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3b401a96-fade-436b-847f-fb7d6ec6b0d1.pdf
Managing Director,Ashish Gaikwad,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2519ddcc-263a-490e-966b-a8c797fab3cc.pdf
Managing Director,Pramod Chaudhari,65 years which is well within the maximum age limit prescribed under Section 196(3)(a) of the Act. (v) Web link where,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3b401a96-fade-436b-847f-fb7d6ec6b0d1.pdf
Managing Director,Sachin Raole,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3b401a96-fade-436b-847f-fb7d6ec6b0d1.pdf
Chairman,Parimal Chaudhari,,,"FY2022,FY2025",exited,https://www.bseindia.com/bseplus/AnnualReport/522205/73652522205.pdf
Chairman,Shridhar Shukla,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2519ddcc-263a-490e-966b-a8c797fab3cc.pdf
CEO,Pramod Chaudhari,"f 65 years which is well within the maximum age limit prescribed under Section 196 (3)(a) of the Companies Act, 2013. e .",,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/522205/73652522205.pdf
CEO,Shishir Joshipura,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/522205/73652522205.pdf
