role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Raman Mangalorkar,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f44a127c-25aa-4256-ba4c-328d18b75d0f.pdf
Chairman,"Ravi PNC 
Menon",,"urdue University, USA. He has over 22 years of experience in the field of construction and real estate deve","FY2022,FY2024,FY2025,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/532784/73786532784.pdf
Chairman,Subba Rao Amarthaluru,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f44a127c-25aa-4256-ba4c-328d18b75d0f.pdf
Managing Director,Jagadish Nangineni,"of the view that his continued association would be beneficial to the Company. Accordingly, Board at its meeting held on",,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/532784/73786532784.pdf
Managing Director,Jagadish Nangineni Chairman,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f44a127c-25aa-4256-ba4c-328d18b75d0f.pdf
Managing Director,Nisanth MN,"related functions. Mr. Jagadish Nangineni holds MBA degree from the Indian Institute of Management, Calcutta and has done","rector of the Company. He has over 24 years of experience in the field of real estate, technology, consulti",FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f44a127c-25aa-4256-ba4c-328d18b75d0f.pdf
Managing Director,Nisanth MN Deputy,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f44a127c-25aa-4256-ba4c-328d18b75d0f.pdf
CFO,Yogesh Bansal,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/bbace510-7489-425c-bd1f-b39858628f75.pdf
Chairman,Anup Shah,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532784/69047532784.pdf
Chairman,Jagadish Nangineni,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532784/73786532784.pdf
Chairman,"Jagdish Chandra 
SharmaVice",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532784/73786532784.pdf
Chairman,PNC Menon,"mation technology. Adapting to new technologies, be it in construction or sales management, SOBHA has evolved its IT lan",,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532784/73786532784.pdf
Chairman,Sumeet Puri,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532784/69047532784.pdf
CFO,Subhash Mohan Bhat,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532784/69047532784.pdf
