role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,"Acharya 
Balkrishna",,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500368/70196500368.pdf
Chairman,Girish Kumar Ahuja,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500368/70196500368.pdf
Chairman,Gyan Sudha Misra,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500368/70196500368.pdf
Chairman,Tejendra Mohan Bhasin,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/6b8bb5f9-d77d-4ca9-8422-0ba78f172833.pdf
Managing Director,Ram Bharat,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500368/70196500368.pdf
CEO,Sanjeev Kumar Asthana,(CFO) 4. Shri Ramji Lal Gupta Company Secretary (CS) Statement on Declaration by Independent Directors The Company has re,,"FY2021,FY2023,FY2024,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/500368/70196500368.pdf
CFO,Kumar Rajesh,(CFO) 4. Shri Ramji Lal Gupta Company Secretary (CS) STATEMENT ON DECLARATION BY INDEPENDENT DIRECTORS The Company has r,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500368/75179500368.pdf
CEO,"Sanjeev 
Kumar AsthanaMember",,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500368/70196500368.pdf
CFO,Anil Singhal,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500368/70196500368.pdf
CFO,Sanjay Kumar,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500368/70196500368.pdf
