role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Radha Unni,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9d16c035-9cc3-44d5-8fa2-a0787b505a74.pdf
Chairman,Kochouseph Chittilappilly,of the Company (including any Committee thereof) be and is hereby authorised to do all such acts and take all such step,,"FY2021,FY2023",exited,https://www.bseindia.com/bseplus/AnnualReport/532953/68929532953.pdf
CFO,Sudarshan Kasturi,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532953/73452532953.pdf
