role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Jose Joseph Kattoor,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f5ab78b8-948a-4632-a517-f94b2555b448.pdf
Chairman,Salim Gangadharan,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532218/73241532218.pdf
Managing Director,Murali Ramakrishnan,Graduate Diploma in Finance and Marketing from IIM – Bangalore. He has a work Experience of over 34 years. He retired fr,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532218/73241532218.pdf
