role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Kumar Mangalam Birla,,,"FY2021,FY2022,FY2024,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/500300/69239500300.pdf
CEO,Rakshit Hargave,,,"FY2022,FY2024,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/500300/74157500300.pdf
Chairman,Anita Ramachandran,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/74157500300.pdf
Chairman,Arun Thiagarajan,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/69239500300.pdf
Chairman,Dilip Gaur,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/69239500300.pdf
Chairman,Mukkavilli Jagannath,ssion for FY 22-23.NIL Remuneration proposed to be paidThe current sitting fee’s structure is as under: Particulars Amou,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/75634dc7-b3e7-4ad8-8a6e-9fdb0197c4af.pdf
Managing Director,Dilip Gaur,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/69239500300.pdf
Managing Director,"Harikrishna 
Agarwal",,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b2b3b44f-8a97-4b59-9781-b4cbf1b4c25d.pdf
CEO,Ajay Srinivasan,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/69239500300.pdf
CEO,Ajit Rajagopalan,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/74157500300.pdf
CEO,Jayant Dua,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/74157500300.pdf
CEO,Rajesh Shrivastava,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/74157500300.pdf
CEO,Ravinder Khanna,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/69239500300.pdf
CEO,Rohit Pathak,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/69239500300.pdf
CEO,Satyaki Ghosh,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/69239500300.pdf
CEO,Sunil Kulwal,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/69239500300.pdf
CEO,Vishakha Mulye,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/74157500300.pdf
CFO,Anil Rustogi,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/69239500300.pdf
CFO,Ashish Adukia,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/69239500300.pdf
CFO,Ashok Machher,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/69239500300.pdf
CFO,Manoj Kedia,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/69239500300.pdf
CFO,Shantilal Dugar,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500300/74157500300.pdf
