role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Hitesh Chimanlal Doshi,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/302383e8-d2d9-4085-8935-b8324f8b0753.pdf
Managing Director,Amit Ashok Paithankar,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/302383e8-d2d9-4085-8935-b8324f8b0753.pdf
Managing Director,Amit Paithankar,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/302383e8-d2d9-4085-8935-b8324f8b0753.pdf
Managing Director,Hitesh Pranjivan Mehta,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/302383e8-d2d9-4085-8935-b8324f8b0753.pdf
Managing Director,Viren Chimanlal Doshi,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/302383e8-d2d9-4085-8935-b8324f8b0753.pdf
CEO,Anuj Sharma,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/302383e8-d2d9-4085-8935-b8324f8b0753.pdf
CEO,Pawan Agarwal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/302383e8-d2d9-4085-8935-b8324f8b0753.pdf
CFO,Sonal Shrivastava,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/302383e8-d2d9-4085-8935-b8324f8b0753.pdf
