role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Avinash Chander,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532493/69139532493.pdf
Managing Director,Atim Kabra,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c307696a-1240-438e-907b-8c9a7c2401de.pdf
Managing Director,Maram Venkateshwar Reddy,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c307696a-1240-438e-907b-8c9a7c2401de.pdf
