role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Sanjay Kumar Jain,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/fdc59c22-152c-4d71-9bfb-65166a8dbe5b.pdf
Chairman,Rajni Hasija,aging Director of IRCTC till 31.01.2021. He is an MBA in finance and had a vast experience of more than 30 years in Adminis,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/542830/71423542830.pdf
