role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Gopal Subramanyam,,"Director Mr. Subramanyam has 45 years of experience in manufacturing, ranging from high-precision co","FY2022,FY2023,FY2024,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/500472/73478500472_22_07_22.pdf
Managing Director,Shailesh Sharma,,,"FY2023,FY2026",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/757ce880-4017-4db9-971e-441e08a3f404.pdf
CFO,"Aashi Arora  
Interim",,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=eea31abf-a99b-40f8-94e3-19ff8f2e06d2.pdf
CFO,Ashish Saraf,,,"FY2023,FY2024,FY2026",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/757ce880-4017-4db9-971e-441e08a3f404.pdf
Chairman,Anu Wakhlu,ting to cost audit and secretarial audit have to be considered. The Committee is empowered to seek any information it r,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500472/68680500472.pdf
Chairman,Anu Wakhlu-,ting to cost audit and secretarial audit have to be considered. The Committee is empowered to seek any information it r,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500472/68680500472.pdf
Chairman,Manish Bhatnagar,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500472/68680500472.pdf
Managing Director,Manish Bhatnagar,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/500472/73478500472_22_07_22.pdf
Managing Director,Niranjan Kirloskar,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500472/73478500472_22_07_22.pdf
CFO,Anurag Bhagania,The schedule of the Board/Committee Meetings to be held in the forthcoming Financial Year (2021-22) is circulated to th,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500472/68680500472.pdf
