role,name,qualification,experience,years_present,status,first_seen_in_ar
Managing Director,Sarita Garware Ramsay,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500655/70187500655.pdf
CFO,Abhishek Agarwal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/df1f3d34-afc0-4f61-a683-84c730584f8d.pdf
CFO,Abhishek Agrawal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/df1f3d34-afc0-4f61-a683-84c730584f8d.pdf
CFO,Pradeep Mehta,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500655/70187500655.pdf
Chairman,Chirag Doshi,has resigned in the past three yearsNIL NIL - Fabtech Technologies Limited - Fabtech Technologies Cleanrooms Limited - Se,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/0ca5ed8c-3598-44ea-8f2a-e28638ad8a72.pdf
