role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,"Sura Surendranath 
Reddy",,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/543350/75667543350.pdf
Managing Director,"Sura Suprita 
Reddy","Indian Institute of Technology, Madras, and an MBA from the Indian Institute of Management, Bangalore. Mr. Chavali has","the Company since 2003. With over 22 years of experience, she has been heading the overall strategy, clin",FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/20f8f664-6531-480a-9b8f-682e6ff9601a.pdf
Chairman,Shekhar Prasad Singh,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b195eccd-1c41-4b27-87f2-ec3922fa1341.pdf
Chairman,Sunil Chandra Kondapally,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b195eccd-1c41-4b27-87f2-ec3922fa1341.pdf
Chairman,"Sura 
Surendranath 
ReddyExecutive",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543350/75667543350.pdf
Chairman,Sura Suprita Reddy,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/543350/75667543350.pdf
CEO,Sura Suprita Reddy,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/543350/75667543350.pdf
CFO,Narasimha Raju KA,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/543350/75667543350.pdf
