role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Mahabir Prasad Jalan,the organisation. The eligibility of a person to be appointed as a Director of the Company is dependent on whether the pe,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532527/70632532527.pdf
Chairman,Sandipan Chakravortty,ing and reporting of risks. The Committee is also be responsible for providing oversight to the Board of Directors who ha,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532527/74766532527.pdf
Chairman,Sanjay Kothari,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/4e4ef28b-3ffd-4d09-8388-fda8e4e3e9e3.pdf
Managing Director,"Chaitanya 
JalanMember",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8f5d038e-1048-43a1-b34b-70b89d7c0486.pdf
Managing Director,"Chaitanya 
JalanPromoter",,,"FY2022,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/532527/74766532527.pdf
Managing Director,Chaitanya Jalan,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532527/70632532527.pdf
Managing Director,"Lalit 
Kumar KhetanMember",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8f5d038e-1048-43a1-b34b-70b89d7c0486.pdf
Managing Director,Lalit Kumar Khetan,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532527/70632532527.pdf
Managing Director,Milesh Gandhi,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8f5d038e-1048-43a1-b34b-70b89d7c0486.pdf
Managing Director,"Naresh 
JalanMember",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8f5d038e-1048-43a1-b34b-70b89d7c0486.pdf
Managing Director,Naresh Jalan,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532527/70632532527.pdf
Managing Director,Naresh Jalan Promoter,,,"FY2021,FY2024,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/532527/70632532527.pdf
CFO,Lalit Kumar Khetan,,,"FY2021,FY2024,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/532527/70632532527.pdf
CFO,Rajesh Mundhra,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532527/70632532527.pdf
Chairman,Amitabha Guha,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/79227f19-ce69-4cfe-be77-28fb21528d68.pdf
Chairman,Mabahir Prasad Jalan,ation. The eligibility of a person to be appointed as a Director of the Company is dependent on whether the pe,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532527/74766532527.pdf
Chairman,"Mahabir 
Prasad JalanPromoter",,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/79227f19-ce69-4cfe-be77-28fb21528d68.pdf
Chairman,Padam Kumar Khaitan,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532527/70632532527.pdf
Chairman,Ram Tawakya Singh,ed the CSR Policy. It discusses the activities to be undertaken (CSR Policy); recommend the amount of expenditure to be i,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532527/70632532527.pdf
Chairman,Yudhisthir Lal Madan,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532527/70632532527.pdf
Managing Director,Chaitanya Jalan Promoter,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532527/70632532527.pdf
Managing Director,"Naresh 
JalanPromoter",,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/79227f19-ce69-4cfe-be77-28fb21528d68.pdf
Managing Director,Naresh Jalan- Promoter,"30, The Company understands that no ambition can be achieved in isolation which is why we have aligned all our commitment",,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/79227f19-ce69-4cfe-be77-28fb21528d68.pdf
Managing Director,Pawan Kumar Kedia,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532527/70632532527.pdf
