role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Aruna Sharma,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532553/69416532553.pdf
Chairman,Balkrishan Goenka,mnibus approval for the transactions which could be envisaged and the same is valid for one financial year. The Company,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532553/69416532553.pdf
Chairman,Raghav Chandra,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532553/69416532553.pdf
Managing Director,Sandeep Garg,mnibus approval for the transactions which could be envisaged and the same is valid for one financial year. The Company,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532553/69416532553.pdf
CFO,Lalit Jain,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1a33b76c-8e20-43f1-9457-e54431f152ff.pdf
Chairman,"Balkrishan  
Goenka-",,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532553/69416532553.pdf
Chairman,Mohan Tandon,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532553/69416532553.pdf
Managing Director,Ajay Hans,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532553/74151532553.pdf
Managing Director,"Sandeep Garg
Designation",,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532553/69416532553.pdf
CFO,Sanjay Kumar Sultania,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532553/74151532553.pdf
CFO,Sridhar Narasimhan,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532553/69416532553.pdf
