role,name,qualification,experience,years_present,status,first_seen_in_ar
Managing Director,Sridharan Rangarajan,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=70341ec7-9cd2-4eae-b257-d6abe6fbe7f5.pdf
Chairman,Aroon Raman,ties which are on an ongoing project continue to be part of its overall CSR programmes only after due assessment is under,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/513375/68862513375.pdf
Chairman,Sanjay Jayavarthanavelu,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/513375/68862513375.pdf
