role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Himanshu Shah,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1f20aeef-bc24-4ee3-973d-02c30e428500.pdf
Chairman,Maheswar Sahu,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/16ca69dd-265e-4773-b944-0073d4ad9bbf.pdf
Chairman,Maheswar Sahu Chairman,,,"FY2023,FY2025",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1f20aeef-bc24-4ee3-973d-02c30e428500.pdf
Chairman,Rabindra Nath Nayak,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1f20aeef-bc24-4ee3-973d-02c30e428500.pdf
Managing Director,Aditya Nayak,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/16ca69dd-265e-4773-b944-0073d4ad9bbf.pdf
Managing Director,Pawan Lohiya,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/16ca69dd-265e-4773-b944-0073d4ad9bbf.pdf
Managing Director,Samir Naik,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b20c0ca9-ca2a-45cd-a62f-775fba79062f.pdf
Managing Director,Vinod Jain,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b20c0ca9-ca2a-45cd-a62f-775fba79062f.pdf
CFO,Aditya Nayak,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1f20aeef-bc24-4ee3-973d-02c30e428500.pdf
CFO,Pawan Lohiya,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/16ca69dd-265e-4773-b944-0073d4ad9bbf.pdf
CFO,Samir Naik,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b20c0ca9-ca2a-45cd-a62f-775fba79062f.pdf
CFO,Vinod Jain,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b20c0ca9-ca2a-45cd-a62f-775fba79062f.pdf
Chairman,Amit Bhatnagar,,,FY2017,exited,https://www.bseindia.com/bseplus/AnnualReport/522163/5221630317.pdf
Chairman,Ashok Kumar Gautam,,,FY2017,exited,https://www.bseindia.com/bseplus/AnnualReport/522163/5221630317.pdf
Chairman,Maheshwar Sahu,,,FY2022–FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/349c913f-db14-4bc2-9ba4-8afec9fa2089.pdf
Chairman,Nivedita Pandya,,,FY2017,exited,https://www.bseindia.com/bseplus/AnnualReport/522163/5221630317.pdf
Chairman,Ranvir Singh Shekhawat,,,FY2017,exited,https://www.bseindia.com/bseplus/AnnualReport/522163/5221630317.pdf
Managing Director,Amit Bhatnagaar,,"than 20 years of experience in Business Process Analysis, re- engineerin",FY2017,exited,https://www.bseindia.com/bseplus/AnnualReport/522163/5221630317.pdf
Managing Director,Amit Bhatnagar,or sold during the year. Note: This Form is to be certified in the same manner in which the Balance Sheet is to be cert,,FY2017,exited,https://www.bseindia.com/bseplus/AnnualReport/522163/5221630317.pdf
Managing Director,Om Prakash Tiwari,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/16ca69dd-265e-4773-b944-0073d4ad9bbf.pdf
Managing Director,Sumit  Bhatnagar,EST PRESIDENT of ROUND TABLE INDIA . Shri Sumit Bhatnagar is the Joint Managing Director of our Company since,,FY2017,exited,https://www.bseindia.com/bseplus/AnnualReport/522163/5221630317.pdf
CFO,Aditya Nayak-,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1f20aeef-bc24-4ee3-973d-02c30e428500.pdf
CFO,Pawan Lohiya-,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/16ca69dd-265e-4773-b944-0073d4ad9bbf.pdf
