role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Nazim Sheikh,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/534076/71679534076_11_09_21.pdf
Chairman,Sonu Chadha,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/534076/71679534076_11_09_21.pdf
Chairman,Vijay Sharma,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/534076/71679534076_11_09_21.pdf
Managing Director,Parmod Sagar,"ils relating to the directors who are proposed to be appointed/ re- appointed, as required to be disclosed as per the prov",,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/534076/71679534076_11_09_21.pdf
Managing Director,Parmod Sagar-,,,"FY2021,FY2022,FY2024",exited,https://www.bseindia.com/bseplus/AnnualReport/534076/71679534076_11_09_21.pdf
Managing Director,RVS Rudraraju,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/534076/75045534076.pdf
Managing Director,Vijay Sharma,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/3b29767e-176c-44a2-9f1d-288888170eb5.pdf
CFO,Sanjeev Bhardwaj,any is available on the Company’s website and can be accessed on the Company’s website at the link: http://www. orientrefr,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/534076/71679534076_11_09_21.pdf
CFO,Vijaya Gupta,"ils relating to the directors who are proposed to be appointed/ re- appointed, as required to be disclosed as per the prov",,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/3b29767e-176c-44a2-9f1d-288888170eb5.pdf
CFO,Vijaya Gupta-,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/3b29767e-176c-44a2-9f1d-288888170eb5.pdf
