role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,"Kanubhai  
Jivatram ThakkarMember",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/771a8c6e-25db-420f-a209-83fcd1238fe9.pdf
Chairman,"Kanubhai Jivatram
Thakkar","hmedabad Date : August 14, 2021 This report is to be read with our letter of even date which is annexed as Annexure A and",,"FY2021,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/539725/71441539725.pdf
Chairman,Kanubhai Thakkar,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/539725/71441539725.pdf
Chairman,Keyoor Bakshi,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/539725/71441539725.pdf
Chairman,Keyoor Madhusudhan Bakshi,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/771a8c6e-25db-420f-a209-83fcd1238fe9.pdf
Chairman,Pankaj Kotak,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/539725/71441539725.pdf
Chairman,Pankaj Mangharam Kotak,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/771a8c6e-25db-420f-a209-83fcd1238fe9.pdf
Chairman,Pooja Hemang Khakhi,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/771a8c6e-25db-420f-a209-83fcd1238fe9.pdf
Chairman,Pooja Khakhi,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/539725/71441539725.pdf
Managing Director,Hiteshkumar Thakkar,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d0538e5d-5391-4f5e-9ffe-0e246245ad26.pdf
Managing Director,"Jayesh Kanubhai 
ThakkarMember",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/771a8c6e-25db-420f-a209-83fcd1238fe9.pdf
Managing Director,Jayesh Kanubhai Thakkar,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/771a8c6e-25db-420f-a209-83fcd1238fe9.pdf
CEO,"Hiteshkumar 
Tarachand Thakkar","Company, the approval of Members of the Company be and is hereby accorded to increase the remuneration of Mr. Hiteshkum",,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/771a8c6e-25db-420f-a209-83fcd1238fe9.pdf
CFO,Dhara Chhapia,,,"FY2022,FY2024,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/539725/76997539725.pdf
CFO,Dhara Chintakkumar Chhapia,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/771a8c6e-25db-420f-a209-83fcd1238fe9.pdf
Managing Director,Ashutosh Bhambhani,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/539725/71441539725.pdf
Managing Director,"Jayesh Kumar 
ThakkarMember",,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d0538e5d-5391-4f5e-9ffe-0e246245ad26.pdf
Managing Director,Jayesh Kumar Thakkar,"Committee of the Board,the consent of the Company be and is hereby given for 20revision in remuneration of Mr. Jayesh Kuma",,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e8f5e5e2-c2d8-4ca9-91db-9039e5ab2a2e.pdf
Managing Director,Jayesh Thakkar,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539725/71441539725.pdf
Managing Director,"Jayeshkumar 
ThakkarMember",,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d0538e5d-5391-4f5e-9ffe-0e246245ad26.pdf
Managing Director,Jayeshkumar Thakkar,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d0538e5d-5391-4f5e-9ffe-0e246245ad26.pdf
CEO,Hitesh Thakkar,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539725/71441539725.pdf
CFO,Dhara Chappia,,,"FY2022,FY2024",exited,https://www.bseindia.com/bseplus/AnnualReport/539725/76997539725.pdf
CFO,Manish Kella,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/539725/71441539725.pdf
