role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Anand Nandkishore Rathi,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1a529225-ee50-47db-b8d3-3ce2627c4419.pdf
Managing Director,Rakesh Rawal,,,FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/19789828-a9b3-4bf9-8428-b9660ea014ce.pdf
CFO,Rajesh Kumar Bhutara,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1a529225-ee50-47db-b8d3-3ce2627c4419.pdf
Chairman,Anand Rathi,,,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/543415/73817543415.pdf
Chairman,Anand Rathi Promoter,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543415/73817543415.pdf
Chairman,Mohan Vasant Tanksale,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/cb2a3ea3-af69-49ff-82e9-2e7a1ae1ab9b.pdf
Chairman,Ramesh Chandak,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/cb2a3ea3-af69-49ff-82e9-2e7a1ae1ab9b.pdf
CEO,"Feroze Azeez
Deputy",,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/19789828-a9b3-4bf9-8428-b9660ea014ce.pdf
CEO,Rakesh Rawal,,"countants, Delhi Possesses 50 years of industry experience Ms Sudha Pravin Navandar Independent Director","FY2023,FY2025",exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/19789828-a9b3-4bf9-8428-b9660ea014ce.pdf
CFO,Rajesh Bhutara,,,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/543415/73817543415.pdf
