role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Abhay Soi,,,"FY2022,FY2023,FY2025,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/543220/75874543220.pdf
Chairman,Ajay Kumar,,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/543220/75874543220.pdf
Chairman,Anant Kumar,,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/543220/75874543220.pdf
Chairman,Anurag Krishna,,,"FY2022,FY2023,FY2025,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/543220/75874543220.pdf
Chairman,Samir Shah,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ff687278-4b63-403b-ab82-e9ae0259eead.pdf
Chairman,Ambrish Mithal,,,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/543220/75874543220.pdf
Chairman,Anil Kumar Singh,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543220/75874543220.pdf
Chairman,Balbir Singh Makkar,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/543220/75874543220.pdf
Chairman,Dinesh Khullar,,,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/543220/75874543220.pdf
Chairman,Harit Kumar Chaturvedi,,,"FY2022,FY2024,FY2025",exited,https://www.bseindia.com/bseplus/AnnualReport/543220/75874543220.pdf
Chairman,Mradul Kaushik,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1e5bff61-c29a-497b-b456-a1580a6b8ef6.pdf
Chairman,Pradeep Chowbey,,,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/543220/75874543220.pdf
Chairman,Sandeep Budhiraja,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ab32fac5-4628-4b12-b85c-2788e7835d38.pdf
