role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Shumeet Banerji,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d473280d-1c2b-4037-8ff9-dfbb82aa2c7e.pdf
CFO,Srikanth Venkatachari,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d473280d-1c2b-4037-8ff9-dfbb82aa2c7e.pdf
