role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Arvind Uppal,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500238/69065500238.pdf
Chairman,Harita Gupta,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7f4a2abb-0cc7-4cc2-bc5f-822ae0bfa8b6.pdf
Chairman,Narasimhan Eswar,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7f4a2abb-0cc7-4cc2-bc5f-822ae0bfa8b6.pdf
Chairman,Pradeep Jyoti,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7f4a2abb-0cc7-4cc2-bc5f-822ae0bfa8b6.pdf
Chairman,Pradeep Jyoti Banerjee,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7f4a2abb-0cc7-4cc2-bc5f-822ae0bfa8b6.pdf
Chairman,Rahul Bhatnagar,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7f4a2abb-0cc7-4cc2-bc5f-822ae0bfa8b6.pdf
Managing Director,Narasimhan Eswar,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c78e54db-1426-4a9b-8b15-42c517c8b3a0.pdf
CFO,Aditya Jain,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500238/69065500238.pdf
Managing Director,Narasimhan Eswar-,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c78e54db-1426-4a9b-8b15-42c517c8b3a0.pdf
Managing Director,Vishal Bhola,"from 03rd April, 2023, Mr. Vishal Bhola ceased to be a member of the Committee and Mr. Narasimhan Eswar has been appointed",,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/500238/69065500238.pdf
CFO,Yatin Malhotra,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500238/69065500238.pdf
