role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Ashok Kumar Barat,"nclusion award by NHRD Hosur at National CSR Summit Awards 2024, Hosur, Tamil Nadu – February 2024“Every Walk is a Ramp",,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500043/73804500043.pdf
Chairman,Ashwani Windlass,"ugh ‘Surprisingly Bata’ campaign, we have come to be known as a brand that is relevant and appealing to a wide audience. A",,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500043/69000500043.pdf
Chairman,Gerd Graehsler,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d3423038-e842-409b-b8e2-d0b5d848c99a.pdf
Chairman,Gunjan Shah,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/10eaf7d6-878f-4af6-a9c4-78bac6de1772.pdf
Chairman,Mukesh Butani,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d3423038-e842-409b-b8e2-d0b5d848c99a.pdf
Chairman,Radha Rajappa,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/10eaf7d6-878f-4af6-a9c4-78bac6de1772.pdf
Chairman,Ravindra Dhariwal,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500043/73804500043.pdf
Managing Director,Gunjan Dineshkumar Shah,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/10c1c089-5eeb-4132-a8f7-e8d308aebb70.pdf
Managing Director,Gunjan Shah,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500043/69000500043.pdf
Chairman,Akshay Chudasama,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/500043/73804500043.pdf
Chairman,Alberto Toni,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/500043/73804500043.pdf
Chairman,Anil Somani,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/10eaf7d6-878f-4af6-a9c4-78bac6de1772.pdf
Managing Director,Rajeev Gopalakrishnan,"ugh ‘Surprisingly Bata’ campaign, we have come to be known as a brand that is relevant and appealing to a wide audience. A",,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500043/69000500043.pdf
Managing Director,Sandeep Kataria,"ugh ‘Surprisingly Bata’ campaign, we have come to be known as a brand that is relevant and appealing to a wide audience. A",,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500043/69000500043.pdf
