role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,"Aditya Kumar 
Halwasiya",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9ae0a70e-3aa8-4edb-b23f-50361c197b80.pdf
Chairman,Akshay Kumar,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9ae0a70e-3aa8-4edb-b23f-50361c197b80.pdf
Chairman,Rajinder Singh Loona,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9d5d6d24-4d8b-4653-9070-7aed203c8a32.pdf
Chairman,Rajni Mishra,dit Committee meetings. The Internal Auditors submit their recommendations to the Audit Committee and provides a road map,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9d5d6d24-4d8b-4653-9070-7aed203c8a32.pdf
CFO,Narendra Joshi,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9d5d6d24-4d8b-4653-9070-7aed203c8a32.pdf
Chairman,Kuldeep Halwasiya,"irectors of the Company / Committee of the Board be and is hereby authorized to alter, amend or vary the terms and cond",,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9d5d6d24-4d8b-4653-9070-7aed203c8a32.pdf
Chairman,Nalini Mishra,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/509ee2ab-b6b9-4e5c-9922-484d7047163a.pdf
Chairman,Nalini MishraCategory,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/530843/70769530843.pdf
Chairman,Omprakash Garg,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/530843/70769530843.pdf
Chairman,Pradeep Jain,dit Committee meetings. The Internal Auditors submit their recommendations to the Audit Committee and provides a road map,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/530843/70769530843.pdf
Chairman,Pradeep Kumar Jain,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/530843/70769530843.pdf
Chairman,"Subidita 
RoyDesignation",,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/530843/70769530843.pdf
Chairman,Sunil Sureka,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/509ee2ab-b6b9-4e5c-9922-484d7047163a.pdf
Chairman,Thallapaka Venkateswara Rao,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9d5d6d24-4d8b-4653-9070-7aed203c8a32.pdf
Managing Director,Aditya Kumar Halwasiya,,"nce Bank. Dr. T.V. Rao brings over 40 years of experience in banking, foreign trade, and housing finance s",FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9d5d6d24-4d8b-4653-9070-7aed203c8a32.pdf
Managing Director,Omprakash Garg,"rsuant to Section 160 of the Companies Act, 2013, be and is hereby re-appointed as an Independent Director of the Company",,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/530843/74918530843.pdf
