role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Kiran Chhotubhai Patel,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/bf02f9fa-0f09-4337-af96-aeea9fb7ada3.pdf
Chairman,Kiran Patel,,,"FY2021,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/543275/72073543275.pdf
Managing Director,Anand Desai,ch is available at the Company’s website and can be accessed at https://www.anupamrasayan.com/ dividend-distribution-pol,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/543275/72073543275.pdf
Managing Director,"Anand Sureshbhai 
Desai","ration payable to the Cost Auditor is required to be ratified by the Members of the Company. Accordingly, consent of the M",,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/505410fa-6366-440b-9ceb-fee147b87e26.pdf
Managing Director,Anuj Hemantbhai Thakar,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/473fc2dc-ed09-4582-bcb4-16c7737fb492.pdf
Managing Director,Anuj Thakar,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/473fc2dc-ed09-4582-bcb4-16c7737fb492.pdf
Managing Director,Hetul Krishnakant Mehta,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/473fc2dc-ed09-4582-bcb4-16c7737fb492.pdf
Managing Director,Mona Anandbhai Desai,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/473fc2dc-ed09-4582-bcb4-16c7737fb492.pdf
CEO,Amit Ajitbhai Khurana,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/473fc2dc-ed09-4582-bcb4-16c7737fb492.pdf
CEO,Gopal Agrawal,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/bf02f9fa-0f09-4337-af96-aeea9fb7ada3.pdf
CEO,Gopal Puranmal Agrawal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/473fc2dc-ed09-4582-bcb4-16c7737fb492.pdf
CFO,Amit Ajitbhai Khurana,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/473fc2dc-ed09-4582-bcb4-16c7737fb492.pdf
CFO,Amit Khurana,ch is available at the Company’s website and can be accessed at https://www.anupamrasayan.com/ investors/ Pursuant to th,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/543275/74363543275.pdf
CFO,Ashish Omprakash Gupta,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/473fc2dc-ed09-4582-bcb4-16c7737fb492.pdf
CFO,Vishal Laxmikant Thakkar,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/473fc2dc-ed09-4582-bcb4-16c7737fb492.pdf
CFO,Vishal Thakkar Deputy,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/543275/74363543275.pdf
Chairman,Kiran Patel Non,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/505410fa-6366-440b-9ceb-fee147b87e26.pdf
Chairman,Mona Desai,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/505410fa-6366-440b-9ceb-fee147b87e26.pdf
Chairman,"Vinesh Prabhakar  
Sadekar",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543275/74363543275.pdf
Managing Director,Milan Thakkar,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/543275/74363543275.pdf
Managing Director,Mona Desai,ion 188shareholders resolution is not required to be passed pursuant to the provisions of Rule 15 of Companies (Meeting o,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/543275/72073543275.pdf
Managing Director,Mona Desai Chairperson,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543275/72073543275.pdf
CFO,Afzal Malkani,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/543275/72073543275.pdf
CFO,Suchi Ag,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/505410fa-6366-440b-9ceb-fee147b87e26.pdf
CFO,Vishal Thakkar,"aid or unclaimed dividend amount is required to be transferred to IEPF. The contact details of the Nodal Officer, Mr. Am",,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/505410fa-6366-440b-9ceb-fee147b87e26.pdf
