role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Bhavani Balasubramanian,,,FY2024–FY2025,current,https://www.sundaramfinance.in/assets/app_docs/downloads/annual-reports/2023-2024/annual_report_2023_24.pdf?v=2.6
Chairman,Ganesh Lakshminarayan,,,FY2025,current,https://www.sundaramfinance.in/assets/app_docs/downloads/annual-reports/2024-2025/annual_report_2024_25.pdf?v=2.7
Chairman,Harsha Viji,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/590071/73442590071.pdf
Managing Director,Harsha Viji,,,FY2024–FY2025,current,https://www.sundaramfinance.in/assets/app_docs/downloads/annual-reports/2023-2024/annual_report_2023_24.pdf?v=2.6
Chairman,Anuradha Rao,,,FY2024,exited,https://www.sundaramfinance.in/assets/app_docs/downloads/annual-reports/2023-2024/annual_report_2023_24.pdf?v=2.6
Chairman,Aroon Raman,,,FY2015,exited,https://www.bseindia.com/bseplus/AnnualReport/590071/5900710315.pdf
Chairman,Shobhana Ramachandhran,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/590071/73442590071.pdf
Managing Director,Shobhana Ramachandhran,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/590071/73442590071.pdf
Managing Director,Srinivas Acharya,,,FY2015,exited,https://www.bseindia.com/bseplus/AnnualReport/590071/5900710315.pdf
Managing Director,Sunil Subramanian,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/590071/73442590071.pdf
