role,name,qualification,experience,years_present,status,first_seen_in_ar
Managing Director,KPD Sigamani,remuneration level. It should be noted that there is no change in the terms of remuneration compared,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532889/69409532889.pdf
CFO,PL Murugappan,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/78f3d7c4-2ead-41bf-a059-97defd4374ad.pdf
