role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Pavan Kumar Jain,"a 1972 Batch, Chemical Engineering graduate from IIT Delhi is a visionary industrialist with over 47 years of prolific expe",,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/08eef6f3-0b2c-47d1-a990-10faf16ef39d.pdf
Chairman,Sanjeev Kumar,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/08eef6f3-0b2c-47d1-a990-10faf16ef39d.pdf
Managing Director,Ajay Kumar Bijli,of Directors: 1. Mr. Haigreve Khaitan and Mr. Amit Jatia had completed their tenure as Independent Directors on 9th Fe,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9e375acd-3c85-4343-ad67-421703e7efa0.pdf
CFO,Gaurav Sharma,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/575b320e-0b37-4ead-9664-478643bad228.pdf
Chairman,Ajay Bijli,"time, the consent of the Members of the Company be and is hereby accorded for payment of ` 1 8,00,000/- (Rupees Eightee",,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532689/70630532689.pdf
Chairman,Rajib Dasgupata,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532689/70630532689.pdf
Chairman,Rajib Dasgupta,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532689/70630532689.pdf
Chairman,Sanjai Vohra,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532689/70630532689.pdf
Managing Director,Ajay Bijli,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/08eef6f3-0b2c-47d1-a990-10faf16ef39d.pdf
Managing Director,Sanjeev Kumar,"Directors of the Company, consent of the members be and is hereby accorded for payment of fixed managerial remuneration",,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532689/70630532689.pdf
CEO,Gautam Dutta,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532689/70630532689.pdf
CEO,Gautam Dutta Co,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/08eef6f3-0b2c-47d1-a990-10faf16ef39d.pdf
CFO,Nitin Sood,rocedure of business conduct which is expected to be followed by the Directors and the designated employees in their busin,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532689/70630532689.pdf
