role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Duru Shah,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/4d84333d-340f-43bd-b002-c48156a0f2b4.pdf
Chairman,Sushil Shah,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/bf6617e0-5e11-4cae-b126-ddd98f07ea24.pdf
CFO,Sameer Patel,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/4d84333d-340f-43bd-b002-c48156a0f2b4.pdf
Chairman,Ameera Shah,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/bf6617e0-5e11-4cae-b126-ddd98f07ea24.pdf
Chairman,Ameera Sushil Shah,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/542650/68995542650.pdf
Chairman,Anita Ramachandran,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/542650/73906542650.pdf
Chairman,Milind Sarwate,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/542650/73906542650.pdf
Chairman,Milind Shripad Sarwate,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/542650/73906542650.pdf
Chairman,Sushil Kanubhai Shah,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/542650/73906542650.pdf
Chairman,Vivek Gambhir,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/542650/73906542650.pdf
Managing Director,Ameera Shah,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/542650/73906542650.pdf
Managing Director,Ameera Sushil Shah,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/542650/73906542650.pdf
Managing Director,Sushil Kanubhai Shah,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/542650/73906542650.pdf
CEO,Surendran Chemmenkotil,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/bf6617e0-5e11-4cae-b126-ddd98f07ea24.pdf
CEO,Vijender Singh,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/542650/73906542650.pdf
CFO,Rakesh Agarwal,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/542650/73906542650.pdf
CFO,Rakesh Kumar Agarwal,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/542650/73906542650.pdf
