role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Challa Sreenivasulu Setty,"normally residents, or may, for the time being, be present at any place within India where the meeting is held. Audit Co",,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9c6a98f8-f882-4c06-9cb1-7f3b6ae1159f.pdf
Managing Director,Ashwini Kumar Tewari,,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/500112/73059500112.pdf
Managing Director,Challa Sreenivasulu Setty,,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/500112/73059500112.pdf
Managing Director,Ravi Ranjan,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=faa17496-838f-432d-a39f-32d82156799c.pdf
Chairman,Dinesh Khara,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/22d33d1d-af2a-4d2d-98c0-eff16cd73cb5.pdf
Chairman,Dinesh Kumar Khara,"e normally residents, or may, for the time being be present at any place within India where the meeting is held. Audit Co",,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/500112/73059500112.pdf
Chairman,Ravi Mital,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/22d33d1d-af2a-4d2d-98c0-eff16cd73cb5.pdf
Managing Director,Alok Kumar Choudhary,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/500112/73059500112.pdf
Managing Director,Amara Ramamohan Rao,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/0e236470-9427-43c7-93e9-c8eb61bb1f72.pdf
Managing Director,"Amitava Chatterjee 
Deputy",,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/0e236470-9427-43c7-93e9-c8eb61bb1f72.pdf
Managing Director,Ashok Kumar Sharma,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9c6a98f8-f882-4c06-9cb1-7f3b6ae1159f.pdf
Managing Director,Ashwani Bhatia,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500112/73059500112.pdf
Managing Director,Baldev Prakash Deputy,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9c6a98f8-f882-4c06-9cb1-7f3b6ae1159f.pdf
Managing Director,Binod Kumar Mishra,,,FY2024–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/0e236470-9427-43c7-93e9-c8eb61bb1f72.pdf
Managing Director,Dinesh Kumar Khara,,,"FY2022,FY2024",exited,https://www.bseindia.com/bseplus/AnnualReport/500112/73059500112.pdf
Managing Director,"Gulshan Malik
Deputy",,,FY2023–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/22d33d1d-af2a-4d2d-98c0-eff16cd73cb5.pdf
Managing Director,"Jayati Bansal 
Deputy",,,FY2024–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/0e236470-9427-43c7-93e9-c8eb61bb1f72.pdf
Managing Director,Kshitij Mohan Deputy,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9c6a98f8-f882-4c06-9cb1-7f3b6ae1159f.pdf
Managing Director,Mahesh Kumar Sharma,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/0e236470-9427-43c7-93e9-c8eb61bb1f72.pdf
Managing Director,"Nand Kishore 
Deputy",,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/0e236470-9427-43c7-93e9-c8eb61bb1f72.pdf
Managing Director,"Natrajan Sundar
Deputy",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500112/73059500112.pdf
Managing Director,"Nitin Chugh 
Deputy",,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/500112/73059500112.pdf
Managing Director,Om Prakash Mishra,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/500112/73059500112.pdf
Managing Director,Poludasu Kishore Kumar,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9c6a98f8-f882-4c06-9cb1-7f3b6ae1159f.pdf
Managing Director,"Prabodh Parikh  
Deputy",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500112/73059500112.pdf
Managing Director,Prakash Chandra Kandpal,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/22d33d1d-af2a-4d2d-98c0-eff16cd73cb5.pdf
Managing Director,"Pravin Raghavendra
Deputy",,,FY2023–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/22d33d1d-af2a-4d2d-98c0-eff16cd73cb5.pdf
Managing Director,Prem Anup Sinha,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9c6a98f8-f882-4c06-9cb1-7f3b6ae1159f.pdf
