role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Manish Jain,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7200e371-df5d-4498-872f-85a95791395a.pdf
Chairman,Sanjay Jain,rate Affairs related to the Director proposed to be appointed is annexed to the Notice convening the 15th AGM. Key Manag,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7200e371-df5d-4498-872f-85a95791395a.pdf
Managing Director,Manish Jain,rate Affairs related to the Director proposed to be appointed is annexed to the Notice convening the 15th AGM. Key Manag,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7200e371-df5d-4498-872f-85a95791395a.pdf
Managing Director,Manish Jain Chairman,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7200e371-df5d-4498-872f-85a95791395a.pdf
CFO,Sunil Chauhan,rate Affairs related to the Director proposed to be appointed is annexed to the Notice convening the 15th AGM. Key Manag,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7200e371-df5d-4498-872f-85a95791395a.pdf
