role,name,qualification,experience,years_present,status,first_seen_in_ar
Managing Director,Alok Singhal,"hat the level and composition of the remuneration be reasonable and sufficient to attract, retain and motivate Directors,",,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/20671c87-1250-4d68-99c5-5b6258a07de2.pdf
Managing Director,Pragya Bhartia Barwale,"t the level and composition of the remuneration be reasonable and sufficient to attract, retain and motivate Directo",,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500201/70350500201.pdf
CEO,Rupark Sarswat,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500201/70350500201.pdf
CFO,Anand Kumar Singhal,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/20671c87-1250-4d68-99c5-5b6258a07de2.pdf
CFO,Anand Singhal,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500201/70350500201.pdf
Chairman,Pradip Kumar Khaitan,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/20671c87-1250-4d68-99c5-5b6258a07de2.pdf
Managing Director,Sudhir Agarwal,"hat the level and composition of the remuneration be reasonable and sufficient to attract, retain and motivate Directors,",,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/500201/70350500201.pdf
