role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Vivek Chaand Sehgal,,,"FY2023,FY2025",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/30f91e1f-40b1-4a3d-821d-39230f8571eb.pdf
Managing Director,Pankaj Mital,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/517334/74118517334.pdf
