role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Mathew Eipe,,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/500164/73742500164.pdf
Chairman,Nadir Godrej,,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/500164/73742500164.pdf
Chairman,Pirojsha Godrej,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c7f6f3bd-86d8-490b-b19b-20578dddeafb.pdf
CFO,Clement Pinto,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1ccf2cbb-7d2f-4f13-808a-1878686b6b97.pdf
Chairman,Adi Godrej,,,"FY2022,FY2024",exited,https://www.bseindia.com/bseplus/AnnualReport/500164/73742500164.pdf
Chairman,Ajaykumar Vaghani,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500164/69030500164.pdf
Chairman,Ganapati Yadav,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/aebdf390-30aa-4352-b42d-69d2b18cc2fc.pdf
Chairman,Kavas Petigara,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500164/69030500164.pdf
Chairman,"Nadir Godrej
Designation",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500164/73742500164.pdf
Managing Director,Nadir Godrej,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500164/69030500164.pdf
CEO,Vishal Sharma,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ecfde5f4-a565-4f49-887e-9e4eb0c8eeaf.pdf
