role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Chandra Shekhar Nopany,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500085/69571500085.pdf
Chairman,Pradeep Jyoti Banerjee,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f14abd82-2199-4464-84ef-8b3e8611ff4c.pdf
Chairman,Rita Menon,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f14abd82-2199-4464-84ef-8b3e8611ff4c.pdf
Chairman,Saroj Kumar Poddar,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500085/69571500085.pdf
Chairman,Shyam Sunder Bhartia,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500085/69571500085.pdf
Chairman,Vivek Mehra,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500085/74410500085.pdf
Managing Director,Abhay Baijal,e Company be and is hereby accorded to the ap pointment of Mr. Abhay Baijal (Dir,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b7725de9-66b5-44d2-b3bc-db17819f006a.pdf
CFO,Anand Agarwal,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f14abd82-2199-4464-84ef-8b3e8611ff4c.pdf
CFO,Anuj Jain,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/efd797eb-9b5e-4a43-b810-064bcbfe5438.pdf
Chairman,Radha Singh,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500085/69571500085.pdf
Managing Director,Anand Gupta,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f14abd82-2199-4464-84ef-8b3e8611ff4c.pdf
Managing Director,Anil Kapoor,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500085/69571500085.pdf
Managing Director,Gaurav Mathur,"s as may be necessary, approval of the members of the Company be and is hereby ac",,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/500085/69571500085.pdf
CFO,Abhay Baijal,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/500085/74410500085.pdf
