,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,55.0,55.0,55.0,55.0,118.0,136.0,136.0
Reserves,,132.0,135.0,191.0,256.0,416.0,1418.0,1827.0
Borrowings,,443.0,402.0,398.0,387.0,455.0,930.0,1737.0
Other Liabilities,,563.0,422.0,465.0,365.0,475.0,660.0,1264.0
Total Liabilities,,1192.0,1014.0,1110.0,1063.0,1465.0,3144.0,4964.0
Fixed Assets,,184.0,242.0,234.0,208.0,242.0,322.0,410.0
CWIP,,56.0,4.0,4.0,4.0,4.0,4.0,0.0
Investments,,1.0,1.0,1.0,1.0,1.0,9.0,8.0
Other Assets,,951.0,768.0,872.0,850.0,1218.0,2811.0,4546.0
Total Assets,,1192.0,1014.0,1110.0,1063.0,1465.0,3144.0,4964.0
Land,Fixed Assets,3.09,3.09,3.09,3.09,3.09,3.09,
Building,Fixed Assets,98.55,201.24,213.44,224.15,204.65,276.71,
Plant Machinery,Fixed Assets,8.55,8.44,8.67,9.11,9.06,12.29,
Equipments,Fixed Assets,3.04,2.97,3.0,3.26,3.9,8.07,
Computers,Fixed Assets,1.22,1.24,1.29,1.59,2.4,5.8,
Furniture n fittings,Fixed Assets,10.39,15.19,16.36,18.6,18.45,24.4,
Vehicles,Fixed Assets,1.0,1.0,0.85,1.84,2.71,2.88,
Intangible Assets,Fixed Assets,63.69,51.02,51.02,51.02,51.02,51.02,35.13
Other fixed assets,Fixed Assets,9.41,17.5,17.8,17.97,17.98,18.95,
Gross Block,Fixed Assets,198.94,301.69,315.52,330.63,313.26,403.21,
Accumulated Depreciation,Fixed Assets,14.92,60.16,82.02,122.3,71.07,81.69,
Long term Borrowings,Borrowings,155.0,47.0,76.0,94.0,92.0,8.0,10.0
Short term Borrowings,Borrowings,287.0,251.0,218.0,189.0,305.0,815.0,1569.0
Lease Liabilities,Borrowings,0.0,41.0,41.0,41.0,59.0,107.0,158.0
Preference Capital,Borrowings,63.0,63.0,63.0,63.0,0.0,0.0,0.0
Other Borrowings,Borrowings,-63.0,0.0,-0.0,0.0,-0.0,-0.0,
Non controlling int,Other Liabilities,-31.0,-39.0,-27.0,-8.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,108.0,74.0,170.0,132.0,149.0,256.0,576.0
Advance from Customers,Other Liabilities,399.0,364.0,293.0,217.0,286.0,329.0,
Other liability items,Other Liabilities,87.0,23.0,30.0,24.0,41.0,75.0,689.0
Inventories,Other Assets,755.0,638.0,704.0,597.0,959.0,2021.0,3655.0
Trade receivables,Other Assets,59.0,34.0,29.0,40.0,38.0,50.0,63.0
Cash Equivalents,Other Assets,35.0,22.0,45.0,49.0,80.0,529.0,504.0
Loans n Advances,Other Assets,14.0,9.0,9.0,8.0,114.0,20.0,173.0
Other asset items,Other Assets,87.0,65.0,86.0,156.0,28.0,191.0,150.0
