,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,7.0,7.0,7.0,8.0,9.0,32.0,32.0
Reserves,,242.0,177.0,206.0,622.0,1330.0,1835.0,1994.0
Borrowings,,162.0,185.0,633.0,857.0,966.0,961.0,1066.0
Other Liabilities,,339.0,417.0,179.0,336.0,445.0,837.0,850.0
Total Liabilities,,751.0,787.0,1025.0,1823.0,2751.0,3665.0,3942.0
Fixed Assets,,551.0,575.0,701.0,1293.0,1746.0,2523.0,2879.0
CWIP,,8.0,11.0,28.0,99.0,118.0,153.0,234.0
Investments,,1.0,-0.0,-0.0,34.0,471.0,264.0,152.0
Other Assets,,192.0,201.0,295.0,397.0,416.0,724.0,676.0
Total Assets,,751.0,787.0,1025.0,1823.0,2751.0,3665.0,3942.0
Land,Fixed Assets,0.0,0.0,121.0,121.0,121.0,121.0,
Building,Fixed Assets,319.0,422.0,410.0,665.0,870.0,1150.0,
Plant Machinery,Fixed Assets,18.0,20.0,0.0,0.0,0.0,0.0,
Equipments,Fixed Assets,30.0,32.0,241.0,332.0,426.0,573.0,
Computers,Fixed Assets,6.0,7.0,9.0,13.0,19.0,28.0,
Furniture n fittings,Fixed Assets,11.0,13.0,58.0,75.0,96.0,129.0,
Vehicles,Fixed Assets,7.0,7.0,7.0,11.0,13.0,17.0,
Intangible Assets,Fixed Assets,104.0,104.0,150.0,276.0,794.0,1316.0,1153.0
Other fixed assets,Fixed Assets,242.0,250.0,86.0,302.0,60.0,62.0,
Gross Block,Fixed Assets,738.0,854.0,1082.0,1794.0,2399.0,3397.0,
Accumulated Depreciation,Fixed Assets,188.0,279.0,381.0,501.0,653.0,874.0,
Long term Borrowings,Borrowings,145.0,168.0,254.0,306.0,310.0,157.0,133.0
Short term Borrowings,Borrowings,12.0,15.0,36.0,51.0,78.0,90.0,24.0
Lease Liabilities,Borrowings,0.0,0.0,343.0,501.0,579.0,714.0,909.0
Other Borrowings,Borrowings,5.0,2.0,-0.0,-0.0,0.0,0.0,
Non controlling int,Other Liabilities,18.0,14.0,21.0,30.0,40.0,60.0,94.0
Trade Payables,Other Liabilities,64.0,75.0,89.0,101.0,133.0,153.0,149.0
Advance from Customers,Other Liabilities,3.0,4.0,0.0,0.0,0.0,0.0,
Other liability items,Other Liabilities,254.0,324.0,69.0,205.0,272.0,624.0,607.0
Inventories,Other Assets,33.0,28.0,33.0,36.0,52.0,80.0,94.0
Trade receivables,Other Assets,52.0,47.0,57.0,76.0,97.0,124.0,161.0
Cash Equivalents,Other Assets,44.0,65.0,117.0,149.0,125.0,258.0,129.0
Loans n Advances,Other Assets,11.0,5.0,10.0,9.0,8.0,13.0,166.0
Other asset items,Other Assets,50.0,56.0,79.0,127.0,135.0,249.0,126.0
