,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,15.0,15.0,15.0,15.0,15.0,154.0,347.0
Reserves,,2333.0,2363.0,2918.0,5441.0,5467.0,5777.0,8391.0
Borrowings,,14.0,30.0,34.0,934.0,2343.0,2740.0,3097.0
Other Liabilities,,221.0,393.0,733.0,3071.0,1661.0,1718.0,2410.0
Total Liabilities,,2583.0,2802.0,3700.0,9462.0,9487.0,10390.0,14245.0
Fixed Assets,,155.0,337.0,649.0,5067.0,5501.0,6231.0,7740.0
CWIP,,1.0,5.0,133.0,134.0,71.0,107.0,112.0
Investments,,1353.0,841.0,1048.0,787.0,1003.0,1038.0,571.0
Other Assets,,1074.0,1618.0,1869.0,3474.0,2912.0,3014.0,5822.0
Total Assets,,2583.0,2802.0,3700.0,9462.0,9487.0,10390.0,14245.0
Land,Fixed Assets,0.0,0.0,0.0,0.0,36.0,35.0,176.0
Building,Fixed Assets,9.0,13.0,22.0,511.0,1839.0,2919.0,3704.0
Plant Machinery,Fixed Assets,116.0,161.0,184.0,518.0,678.0,844.0,1170.0
Equipments,Fixed Assets,5.0,8.0,10.0,31.0,36.0,164.0,256.0
Computers,Fixed Assets,12.0,15.0,23.0,46.0,62.0,95.0,129.0
Furniture n fittings,Fixed Assets,3.0,8.0,12.0,55.0,102.0,216.0,301.0
Vehicles,Fixed Assets,0.0,0.0,1.0,2.0,2.0,2.0,2.0
Intangible Assets,Fixed Assets,1.0,1.0,1.0,2700.0,2713.0,2742.0,3139.0
Other fixed assets,Fixed Assets,65.0,230.0,556.0,2380.0,1366.0,190.0,187.0
Gross Block,Fixed Assets,212.0,436.0,808.0,6242.0,6833.0,7206.0,9065.0
Accumulated Depreciation,Fixed Assets,57.0,98.0,159.0,1175.0,1332.0,975.0,1325.0
Long term Borrowings,Borrowings,0.0,0.0,0.0,574.0,268.0,212.0,134.0
Short term Borrowings,Borrowings,0.0,16.0,19.0,343.0,229.0,134.0,86.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,1679.0,2227.0,2877.0
Preference Capital,Borrowings,14.0,14.0,15.0,17.0,167.0,167.0,0.0
Other Borrowings,Borrowings,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Non controlling int,Other Liabilities,0.0,0.0,0.0,96.0,107.0,107.0,113.0
Trade Payables,Other Liabilities,91.0,127.0,179.0,577.0,516.0,740.0,952.0
Other liability items,Other Liabilities,130.0,267.0,554.0,2398.0,1039.0,871.0,1344.0
Inventories,Other Assets,106.0,217.0,232.0,611.0,688.0,1081.0,1037.0
Trade receivables,Other Assets,181.0,32.0,86.0,281.0,341.0,126.0,175.0
Cash Equivalents,Other Assets,126.0,280.0,89.0,987.0,805.0,865.0,1544.0
Loans n Advances,Other Assets,17.0,20.0,32.0,81.0,67.0,105.0,193.0
Other asset items,Other Assets,644.0,1070.0,1430.0,1514.0,1010.0,836.0,2874.0
