,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,21.0,21.0,21.0,21.0,28.0,31.0,36.0
Reserves,,275.0,284.0,299.0,363.0,490.0,576.0,1277.0
Borrowings,,83.0,117.0,116.0,144.0,208.0,335.0,543.0
Other Liabilities,,86.0,110.0,164.0,165.0,230.0,357.0,512.0
Total Liabilities,,465.0,532.0,599.0,693.0,956.0,1299.0,2369.0
Fixed Assets,,50.0,49.0,86.0,106.0,144.0,182.0,477.0
CWIP,,37.0,52.0,30.0,32.0,35.0,72.0,196.0
Investments,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,,378.0,430.0,484.0,555.0,777.0,1045.0,1695.0
Total Assets,,465.0,532.0,599.0,693.0,956.0,1299.0,2369.0
Land,Fixed Assets,2.0,2.0,2.0,2.0,12.0,23.0,
Building,Fixed Assets,14.0,3.0,14.0,14.0,15.0,15.0,
Plant Machinery,Fixed Assets,3.0,1.0,3.0,3.0,4.0,6.0,
Equipments,Fixed Assets,51.0,15.0,101.0,129.0,161.0,192.0,
Computers,Fixed Assets,5.0,1.0,5.0,5.0,1.0,1.0,
Furniture n fittings,Fixed Assets,2.0,6.0,2.0,2.0,2.0,2.0,
Vehicles,Fixed Assets,1.0,56.0,2.0,4.0,5.0,6.0,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,151.0
Other fixed assets,Fixed Assets,0.0,0.0,0.0,2.0,4.0,12.0,
Gross Block,Fixed Assets,77.0,85.0,130.0,161.0,205.0,258.0,
Accumulated Depreciation,Fixed Assets,27.0,35.0,44.0,54.0,61.0,76.0,
Long term Borrowings,Borrowings,0.0,0.0,1.0,2.0,9.0,70.0,120.0
Short term Borrowings,Borrowings,83.0,116.0,115.0,141.0,197.0,261.0,413.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,1.0,2.0,5.0,11.0
Other Borrowings,Borrowings,0.0,0.0,0.0,-0.0,0.0,0.0,
Non controlling int,Other Liabilities,0.0,1.0,1.0,1.0,1.0,1.0,-5.0
Trade Payables,Other Liabilities,57.0,78.0,128.0,112.0,169.0,280.0,382.0
Advance from Customers,Other Liabilities,0.0,1.0,0.0,6.0,12.0,7.0,
Other liability items,Other Liabilities,28.0,30.0,35.0,47.0,48.0,70.0,135.0
Inventories,Other Assets,208.0,226.0,296.0,342.0,434.0,601.0,795.0
Trade receivables,Other Assets,135.0,170.0,136.0,147.0,235.0,238.0,481.0
Cash Equivalents,Other Assets,12.0,13.0,16.0,14.0,21.0,62.0,156.0
Loans n Advances,Other Assets,17.0,0.0,1.0,1.0,9.0,11.0,5.0
Other asset items,Other Assets,5.0,21.0,34.0,51.0,78.0,133.0,257.0
