,parent_line_item,Mar 2015,Mar 2016,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,1.0,1.0,1.0,1.0,14.0,29.0,29.0,31.0,31.0
Reserves,,493.0,628.0,721.0,884.0,608.0,689.0,681.0,3016.0,3283.0
Borrowings,,255.0,213.0,175.0,130.0,395.0,619.0,565.0,88.0,157.0
Other Liabilities,,293.0,318.0,1140.0,1137.0,2033.0,1905.0,2229.0,960.0,1958.0
Total Liabilities,,1042.0,1161.0,2037.0,2152.0,3050.0,3241.0,3504.0,4095.0,5429.0
Fixed Assets,,444.0,501.0,645.0,904.0,1021.0,1097.0,1191.0,1397.0,1456.0
CWIP,,0.0,11.0,57.0,17.0,31.0,103.0,195.0,163.0,177.0
Investments,,0.0,18.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0
Other Assets,,598.0,632.0,1329.0,1212.0,1998.0,2041.0,2118.0,2535.0,3796.0
Total Assets,,1042.0,1161.0,2037.0,2152.0,3050.0,3241.0,3504.0,4095.0,5429.0
Land,Fixed Assets,39.0,32.0,14.0,70.0,80.0,138.0,143.0,182.0,177.0
Building,Fixed Assets,166.0,174.0,268.0,396.0,435.0,445.0,473.0,552.0,586.0
Plant Machinery,Fixed Assets,275.0,344.0,82.0,599.0,704.0,767.0,893.0,1097.0,1206.0
Equipments,Fixed Assets,7.0,9.0,477.0,108.0,135.0,149.0,160.0,176.0,190.0
Computers,Fixed Assets,9.0,10.0,16.0,18.0,23.0,29.0,35.0,39.0,43.0
Furniture n fittings,Fixed Assets,36.0,45.0,26.0,75.0,96.0,105.0,124.0,142.0,151.0
Vehicles,Fixed Assets,3.0,4.0,6.0,7.0,10.0,12.0,12.0,12.0,12.0
Intangible Assets,Fixed Assets,1.0,1.0,57.0,28.0,13.0,13.0,13.0,13.0,32.0
Other fixed assets,Fixed Assets,6.0,12.0,47.0,20.0,23.0,25.0,28.0,29.0,11.0
Gross Block,Fixed Assets,542.0,632.0,993.0,1321.0,1518.0,1683.0,1882.0,2242.0,2410.0
Accumulated Depreciation,Fixed Assets,98.0,131.0,348.0,417.0,497.0,586.0,691.0,844.0,954.0
Long term Borrowings,Borrowings,0.0,0.0,10.0,1.0,13.0,116.0,78.0,0.0,0.0
Short term Borrowings,Borrowings,0.0,0.0,130.0,96.0,345.0,421.0,413.0,14.0,73.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,33.0,37.0,82.0,74.0,75.0,84.0
Other Borrowings,Borrowings,255.0,213.0,35.0,0.0,0.0,-0.0,-0.0,0.0,0.0
Non controlling int,Other Liabilities,3.0,12.0,-2.0,2.0,3.0,6.0,11.0,17.0,18.0
Trade Payables,Other Liabilities,153.0,151.0,423.0,341.0,590.0,567.0,532.0,643.0,602.0
Advance from Customers,Other Liabilities,7.0,12.0,21.0,17.0,145.0,131.0,29.0,23.0,192.0
Other liability items,Other Liabilities,130.0,143.0,697.0,776.0,1295.0,1201.0,1657.0,277.0,1147.0
Inventories,Other Assets,261.0,289.0,398.0,430.0,722.0,730.0,630.0,681.0,756.0
Trade receivables,Other Assets,273.0,259.0,582.0,531.0,884.0,845.0,834.0,770.0,797.0
Cash Equivalents,Other Assets,12.0,14.0,147.0,68.0,103.0,150.0,277.0,576.0,1681.0
Loans n Advances,Other Assets,3.0,7.0,5.0,31.0,28.0,53.0,33.0,47.0,66.0
Other asset items,Other Assets,49.0,64.0,197.0,151.0,260.0,263.0,344.0,460.0,497.0
