,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,23.0,24.0,24.0,48.0,56.0,57.0,57.0
Reserves,,881.0,1023.0,1226.0,957.0,1772.0,2096.0,2518.0
Borrowings,,400.0,507.0,533.0,996.0,360.0,290.0,337.0
Other Liabilities,,242.0,161.0,268.0,633.0,681.0,1074.0,1710.0
Total Liabilities,,1545.0,1715.0,2051.0,2634.0,2869.0,3517.0,4621.0
Fixed Assets,,391.0,399.0,398.0,517.0,535.0,769.0,1173.0
CWIP,,15.0,7.0,43.0,44.0,164.0,235.0,72.0
Investments,,221.0,237.0,268.0,363.0,342.0,239.0,255.0
Other Assets,,919.0,1072.0,1342.0,1710.0,1830.0,2274.0,3121.0
Total Assets,,1545.0,1715.0,2051.0,2634.0,2869.0,3517.0,4621.0
Land,Fixed Assets,39.0,39.0,40.0,41.0,59.0,81.0,96.0
Building,Fixed Assets,126.0,138.0,142.0,168.0,175.0,375.0,517.0
Plant Machinery,Fixed Assets,269.0,298.0,322.0,386.0,419.0,557.0,873.0
Equipments,Fixed Assets,8.0,9.0,12.0,18.0,19.0,21.0,24.0
Furniture n fittings,Fixed Assets,27.0,28.0,32.0,40.0,42.0,53.0,67.0
Vehicles,Fixed Assets,15.0,17.0,17.0,21.0,22.0,21.0,24.0
Intangible Assets,Fixed Assets,5.0,5.0,5.0,5.0,5.0,5.0,0.0
Other fixed assets,Fixed Assets,15.0,22.0,29.0,78.0,112.0,39.0,35.0
Gross Block,Fixed Assets,505.0,557.0,599.0,757.0,852.0,1153.0,1635.0
Accumulated Depreciation,Fixed Assets,114.0,158.0,201.0,240.0,317.0,384.0,462.0
Long term Borrowings,Borrowings,68.0,71.0,59.0,27.0,0.0,0.0,1.0
Short term Borrowings,Borrowings,327.0,427.0,462.0,489.0,289.0,222.0,231.0
Lease Liabilities,Borrowings,4.0,8.0,11.0,65.0,71.0,68.0,105.0
Preference Capital,Borrowings,0.0,0.0,0.0,415.0,0.0,0.0,0.0
Other Borrowings,Borrowings,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
Trade Payables,Other Liabilities,181.0,114.0,168.0,440.0,429.0,762.0,1364.0
Advance from Customers,Other Liabilities,10.0,4.0,26.0,70.0,52.0,89.0,92.0
Other liability items,Other Liabilities,51.0,44.0,74.0,123.0,199.0,223.0,253.0
Inventories,Other Assets,375.0,534.0,710.0,860.0,898.0,1011.0,1771.0
Trade receivables,Other Assets,419.0,420.0,517.0,592.0,641.0,823.0,998.0
Cash Equivalents,Other Assets,11.0,8.0,12.0,81.0,99.0,227.0,91.0
Loans n Advances,Other Assets,30.0,48.0,43.0,56.0,43.0,46.0,84.0
Other asset items,Other Assets,83.0,61.0,59.0,121.0,149.0,167.0,177.0
