,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,27.0,31.0,31.0,31.0,31.0,31.0,31.0
Reserves,,198.0,446.0,489.0,589.0,646.0,698.0,792.0
Borrowings,,29.0,17.0,96.0,143.0,191.0,177.0,377.0
Other Liabilities,,92.0,93.0,112.0,300.0,140.0,224.0,544.0
Total Liabilities,,346.0,586.0,728.0,1063.0,1008.0,1130.0,1743.0
Fixed Assets,,155.0,167.0,196.0,291.0,341.0,439.0,514.0
CWIP,,12.0,11.0,44.0,64.0,73.0,53.0,34.0
Investments,,0.0,0.0,62.0,27.0,0.0,0.0,215.0
Other Assets,,179.0,409.0,425.0,680.0,594.0,638.0,979.0
Total Assets,,346.0,586.0,728.0,1063.0,1008.0,1130.0,1743.0
Land,Fixed Assets,46.71,46.71,46.71,51.12,65.7,65.7,
Building,Fixed Assets,29.25,41.78,44.85,73.29,82.83,101.31,
Plant Machinery,Fixed Assets,117.79,127.61,165.72,236.11,277.56,380.45,
Equipments,Fixed Assets,0.63,0.75,0.97,2.04,3.03,4.69,
Computers,Fixed Assets,1.86,2.64,3.47,4.53,5.71,6.55,
Furniture n fittings,Fixed Assets,3.53,3.76,4.1,7.06,9.96,12.76,
Vehicles,Fixed Assets,0.68,0.68,1.16,1.99,1.99,2.37,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,2.11
Other fixed assets,Fixed Assets,2.34,3.38,3.97,4.35,4.85,7.41,
Gross Block,Fixed Assets,202.79,227.31,270.95,380.49,451.63,581.24,
Accumulated Depreciation,Fixed Assets,47.69,60.25,74.56,89.49,111.09,142.58,
Long term Borrowings,Borrowings,0.0,7.0,26.0,78.0,97.0,81.0,148.0
Short term Borrowings,Borrowings,29.0,5.0,70.0,66.0,94.0,96.0,222.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Other Borrowings,Borrowings,0.0,5.0,-0.0,0.0,0.0,0.0,
Trade Payables,Other Liabilities,31.0,35.0,57.0,218.0,62.0,106.0,150.0
Advance from Customers,Other Liabilities,44.0,37.0,31.0,45.0,30.0,43.0,
Other liability items,Other Liabilities,18.0,21.0,24.0,37.0,47.0,75.0,394.0
Inventories,Other Assets,75.0,103.0,170.0,387.0,348.0,346.0,501.0
Trade receivables,Other Assets,62.0,77.0,136.0,208.0,147.0,210.0,337.0
Cash Equivalents,Other Assets,23.0,191.0,67.0,31.0,51.0,17.0,21.0
Loans n Advances,Other Assets,6.0,7.0,8.0,7.0,10.0,12.0,5.0
Other asset items,Other Assets,13.0,31.0,44.0,48.0,39.0,54.0,116.0
