,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,2002.0,2002.0,2002.0,2002.0,2002.0,2002.0,2002.0,2002.0,2002.0,2002.0,2002.0,2002.0
Reserves,,5779.0,6444.0,7166.0,7940.0,8953.0,10340.0,11186.0,12465.0,13442.0,14611.0,15966.0,19974.0
Borrowing,,18315.0,25449.0,28196.0,36277.0,59848.0,61437.0,60978.0,61503.0,62905.0,73996.0,107297.0,141677.0
Other Liabilities,,7018.0,1999.0,1975.0,2695.0,2026.0,2347.0,2792.0,2924.0,2621.0,2814.0,3231.0,3186.0
Total Liabilities,,33114.0,35894.0,39339.0,48914.0,72828.0,76126.0,76958.0,78894.0,80969.0,93422.0,128496.0,166838.0
Fixed Assets,,75.0,73.0,72.0,71.0,71.0,65.0,82.0,93.0,90.0,88.0,88.0,88.0
CWIP,,25.0,39.0,43.0,35.0,39.0,52.0,39.0,25.0,19.0,15.0,16.0,23.0
Investments,,756.0,367.0,367.0,527.0,534.0,232.0,250.0,257.0,630.0,297.0,1318.0,2227.0
Other Assets,,32259.0,35415.0,38857.0,48281.0,72185.0,75777.0,76588.0,78518.0,80230.0,93022.0,127074.0,164500.0
Total Assets,,33114.0,35894.0,39339.0,48914.0,72828.0,76126.0,76958.0,78894.0,80969.0,93422.0,128496.0,166838.0
Land,Fixed Assets,15.0,17.0,17.0,18.0,18.0,16.0,16.0,16.0,16.0,15.0,15.0,16.0
Building,Fixed Assets,118.0,117.0,117.0,63.0,69.0,69.0,88.0,89.0,88.0,88.0,87.0,95.0
Equipments,Fixed Assets,21.0,20.0,22.0,23.0,24.0,24.0,26.0,41.0,40.0,37.0,39.0,42.0
Furniture n fittings,Fixed Assets,5.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,11.0,13.0
Vehicles,Fixed Assets,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
Other fixed assets,Fixed Assets,9.0,7.0,7.0,61.0,57.0,57.0,58.0,56.0,64.0,71.0,75.0,74.0
Gross Block,Fixed Assets,170.0,169.0,172.0,175.0,178.0,177.0,199.0,213.0,219.0,222.0,230.0,242.0
Accumulated Depreciation,Fixed Assets,96.0,97.0,100.0,104.0,108.0,112.0,117.0,120.0,129.0,134.0,142.0,154.0
Non controlling int,Other Liabilities,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,9.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other liability items,Other Liabilities,7009.0,1981.0,1966.0,2695.0,2025.0,2347.0,2792.0,2924.0,2621.0,2814.0,3231.0,3186.0
Trade receivables,Other Assets,10.0,4.0,6.0,2.0,4.0,6.0,8.0,7.0,1.0,1.0,2.0,1.0
Cash Equivalents,Other Assets,285.0,590.0,333.0,335.0,340.0,423.0,1427.0,644.0,69.0,387.0,65.0,226.0
Loans n Advances,Other Assets,4122.0,-1086.0,-1594.0,-1.0,390.0,355.0,333.0,320.0,311.0,321.0,348.0,387.0
Other asset items,Other Assets,27842.0,35907.0,40112.0,47945.0,71450.0,74993.0,74820.0,77547.0,79849.0,92312.0,126659.0,163886.0
