,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,1.0,1.0,1.0,21.0,21.0,21.0,21.0,21.0
Reserves,,82.0,111.0,157.0,217.0,329.0,461.0,647.0,862.0
Borrowings,,30.0,17.0,13.0,13.0,17.0,20.0,31.0,34.0
Other Liabilities,,80.0,66.0,115.0,148.0,152.0,255.0,245.0,308.0
Total Liabilities,,193.0,196.0,285.0,399.0,519.0,757.0,944.0,1224.0
Fixed Assets,,24.0,27.0,26.0,174.0,164.0,153.0,162.0,257.0
CWIP,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Investments,,7.0,6.0,21.0,39.0,143.0,246.0,365.0,580.0
Other Assets,,162.0,162.0,238.0,185.0,212.0,357.0,416.0,386.0
Total Assets,,193.0,196.0,285.0,399.0,519.0,757.0,944.0,1224.0
Land,Fixed Assets,4.0,4.0,4.0,4.0,4.0,4.0,16.0,
Building,Fixed Assets,6.0,7.0,22.0,25.0,24.0,27.0,7.0,
Equipments,Fixed Assets,1.0,2.0,2.0,3.0,2.0,3.0,4.0,
Computers,Fixed Assets,2.0,3.0,4.0,5.0,5.0,6.0,9.0,
Furniture n fittings,Fixed Assets,3.0,3.0,4.0,4.0,4.0,5.0,6.0,
Vehicles,Fixed Assets,1.0,2.0,1.0,2.0,2.0,3.0,4.0,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0
Other fixed assets,Fixed Assets,9.0,10.0,1.0,152.0,154.0,154.0,184.0,
Gross Block,Fixed Assets,26.0,31.0,38.0,194.0,196.0,202.0,229.0,
Accumulated Depreciation,Fixed Assets,2.0,3.0,11.0,20.0,32.0,49.0,67.0,
Long term Borrowings,Borrowings,0.15,7.76,0.0,0.0,0.0,0.0,0.0,0.0
Short term Borrowings,Borrowings,22.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lease Liabilities,Borrowings,0.72,9.43,0.0,0.0,0.0,0.0,0.0,34.13
Other Borrowings,Borrowings,6.79,0.0,12.6,13.19,17.02,20.32,30.53,
Trade Payables,Other Liabilities,70.0,52.0,94.0,121.0,117.0,187.0,169.0,198.0
Advance from Customers,Other Liabilities,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
Other liability items,Other Liabilities,10.0,14.0,20.0,27.0,36.0,67.0,76.0,110.0
Inventories,Other Assets,2.0,4.0,13.0,10.0,8.0,13.0,17.0,0.0
Trade receivables,Other Assets,78.0,39.0,68.0,94.0,103.0,142.0,144.0,182.0
Cash Equivalents,Other Assets,66.0,97.0,139.0,57.0,70.0,132.0,178.0,102.0
Loans n Advances,Other Assets,2.0,2.0,3.0,8.0,14.0,24.0,17.0,17.0
Other asset items,Other Assets,15.0,20.0,14.0,15.0,17.0,46.0,60.0,85.0
