,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,8.0,8.0,9.0,114.0,112.0,112.0,112.0
Reserves,,413.0,693.0,1346.0,1627.0,1813.0,2298.0,2930.0
Borrowings,,159.0,100.0,35.0,126.0,239.0,113.0,54.0
Other Liabilities,,207.0,232.0,228.0,148.0,235.0,284.0,333.0
Total Liabilities,,787.0,1034.0,1619.0,2014.0,2398.0,2808.0,3429.0
Fixed Assets,,306.0,361.0,329.0,449.0,483.0,705.0,783.0
CWIP,,50.0,19.0,154.0,164.0,345.0,297.0,264.0
Investments,,99.0,209.0,273.0,499.0,472.0,433.0,1007.0
Other Assets,,333.0,445.0,863.0,902.0,1099.0,1373.0,1374.0
Total Assets,,787.0,1034.0,1619.0,2014.0,2398.0,2808.0,3429.0
Land,Fixed Assets,33.0,84.0,84.0,84.0,84.0,84.0,84.0
Building,Fixed Assets,124.0,134.0,134.0,161.0,204.0,327.0,346.0
Plant Machinery,Fixed Assets,93.0,100.0,108.0,422.0,467.0,624.0,789.0
Equipments,Fixed Assets,258.0,300.0,310.0,135.0,144.0,164.0,182.0
Computers,Fixed Assets,19.0,19.0,21.0,31.0,33.0,34.0,36.0
Furniture n fittings,Fixed Assets,16.0,16.0,17.0,19.0,23.0,25.0,28.0
Vehicles,Fixed Assets,7.0,7.0,7.0,7.0,8.0,12.0,11.0
Other fixed assets,Fixed Assets,18.0,20.0,25.0,26.0,32.0,31.0,30.0
Gross Block,Fixed Assets,567.0,682.0,707.0,884.0,996.0,1301.0,1507.0
Accumulated Depreciation,Fixed Assets,261.0,321.0,378.0,435.0,514.0,596.0,724.0
Long term Borrowings,Borrowings,95.3,19.72,5.9,96.19,111.66,47.03,27.73
Short term Borrowings,Borrowings,25.58,80.29,29.59,28.88,120.87,61.93,23.33
Lease Liabilities,Borrowings,0.0,0.0,0.0,1.08,6.0,4.37,2.85
Other Borrowings,Borrowings,37.8,0.0,0.0,0.0,-0.01,-0.02,0.02
Trade Payables,Other Liabilities,58.0,61.0,56.0,72.0,101.0,110.0,75.0
Advance from Customers,Other Liabilities,0.0,0.0,0.0,1.0,34.0,48.0,91.0
Other liability items,Other Liabilities,148.0,171.0,172.0,74.0,100.0,126.0,167.0
Inventories,Other Assets,125.0,35.0,58.0,129.0,211.0,340.0,125.0
Trade receivables,Other Assets,105.0,255.0,326.0,274.0,490.0,450.0,591.0
Cash Equivalents,Other Assets,22.0,41.0,349.0,343.0,184.0,172.0,275.0
Loans n Advances,Other Assets,4.0,0.0,0.0,5.0,16.0,16.0,7.0
Other asset items,Other Assets,76.0,114.0,130.0,151.0,197.0,394.0,377.0
