,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,44.0,42.0,41.0,41.0,43.0,87.0,87.0,181.0,181.0,181.0,181.0,181.0
Reserves,,972.0,1096.0,1321.0,1538.0,2587.0,2892.0,3416.0,4335.0,4739.0,5109.0,5424.0,5774.0
Borrowings,,1202.0,1292.0,1564.0,2083.0,2401.0,2098.0,2857.0,2587.0,2907.0,3623.0,3848.0,4966.0
Other Liabilities,,719.0,538.0,573.0,730.0,826.0,1256.0,1282.0,748.0,754.0,1203.0,1661.0,2378.0
Total Liabilities,,2938.0,2966.0,3499.0,4391.0,5858.0,6332.0,7642.0,7851.0,8581.0,10115.0,11114.0,13299.0
Fixed Assets,,967.0,1246.0,1697.0,1998.0,2147.0,2468.0,3593.0,3595.0,4861.0,5649.0,6377.0,6556.0
CWIP,,193.0,313.0,270.0,436.0,795.0,1418.0,1298.0,1346.0,1096.0,1229.0,1454.0,2030.0
Investments,,139.0,41.0,47.0,47.0,33.0,37.0,64.0,28.0,17.0,23.0,48.0,132.0
Other Assets,,1639.0,1366.0,1486.0,1910.0,2884.0,2409.0,2688.0,2882.0,2607.0,3214.0,3235.0,4581.0
Total Assets,,2938.0,2966.0,3499.0,4391.0,5858.0,6332.0,7642.0,7851.0,8581.0,10115.0,11114.0,13299.0
Land,Fixed Assets,46.0,60.0,119.0,152.0,164.0,168.0,244.0,194.0,273.0,281.0,284.0,
Building,Fixed Assets,124.0,161.0,221.0,265.0,294.0,333.0,458.0,489.0,638.0,782.0,887.0,
Plant Machinery,Fixed Assets,1442.0,1754.0,2189.0,2518.0,2714.0,3071.0,4142.0,4149.0,5166.0,5958.0,6891.0,
Equipments,Fixed Assets,0.0,23.0,33.0,66.0,85.0,124.0,155.0,130.0,159.0,151.0,181.0,
Furniture n fittings,Fixed Assets,19.0,21.0,26.0,31.0,35.0,42.0,55.0,51.0,45.0,65.0,84.0,
Vehicles,Fixed Assets,17.0,24.0,25.0,26.0,30.0,34.0,35.0,33.0,23.0,40.0,47.0,
Intangible Assets,Fixed Assets,17.0,38.0,40.0,40.0,40.0,40.0,40.0,1.0,0.0,7.0,37.0,254.0
Other fixed assets,Fixed Assets,20.0,0.0,0.0,0.0,0.0,26.0,27.0,0.0,2.0,8.0,17.0,
Gross Block,Fixed Assets,1685.0,2081.0,2655.0,3101.0,3362.0,3837.0,5155.0,5048.0,6306.0,7291.0,8428.0,
Accumulated Depreciation,Fixed Assets,718.0,835.0,958.0,1103.0,1215.0,1369.0,1563.0,1453.0,1445.0,1642.0,2051.0,
Long term Borrowings,Borrowings,419.0,527.0,596.0,908.0,815.0,581.0,1268.0,930.0,635.0,1524.0,1867.0,2188.0
Short term Borrowings,Borrowings,648.0,706.0,839.0,1012.0,1291.0,1230.0,1224.0,1638.0,2239.0,2040.0,1922.0,2733.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,33.0,58.0,58.0,45.0
Other Borrowings,Borrowings,135.0,58.0,128.0,162.0,295.0,287.0,352.0,0.0,0.0,0.0,0.0,
Non controlling int,Other Liabilities,6.0,52.0,64.0,77.0,84.0,95.0,12.0,1.0,1.0,1.0,0.0,0.0
Trade Payables,Other Liabilities,249.0,305.0,300.0,357.0,279.0,345.0,576.0,345.0,216.0,725.0,1237.0,1840.0
Advance from Customers,Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,190.0,72.0,67.0,102.0,55.0,
Other liability items,Other Liabilities,464.0,180.0,209.0,296.0,463.0,816.0,503.0,330.0,470.0,375.0,368.0,538.0
Inventories,Other Assets,552.0,495.0,571.0,747.0,772.0,836.0,936.0,934.0,1031.0,1160.0,1454.0,1732.0
Trade receivables,Other Assets,439.0,523.0,525.0,655.0,776.0,753.0,794.0,1092.0,940.0,854.0,786.0,1403.0
Cash Equivalents,Other Assets,34.0,29.0,28.0,32.0,804.0,247.0,412.0,174.0,201.0,516.0,295.0,609.0
Loans n Advances,Other Assets,2.0,10.0,13.0,20.0,21.0,22.0,31.0,159.0,114.0,186.0,95.0,15.0
Other asset items,Other Assets,613.0,308.0,348.0,456.0,510.0,551.0,515.0,524.0,320.0,498.0,605.0,822.0
