,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,72.0,72.0,72.0,72.0,341.0,368.0,368.0
Reserves,,1721.0,1868.0,2190.0,2654.0,3255.0,4893.0,5082.0
Borrowings,,2118.0,2066.0,2073.0,2062.0,2523.0,2343.0,3627.0
Other Liabilities,,9186.0,8484.0,8638.0,9513.0,10114.0,9515.0,10054.0
Total Liabilities,,13097.0,12490.0,12974.0,14301.0,16234.0,17119.0,19131.0
Fixed Assets,,1938.0,2003.0,2318.0,2498.0,2784.0,2738.0,2499.0
CWIP,,18.0,146.0,18.0,184.0,43.0,33.0,901.0
Investments,,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Other Assets,,11141.0,10341.0,10638.0,11619.0,13406.0,14348.0,15730.0
Total Assets,,13097.0,12490.0,12974.0,14301.0,16234.0,17119.0,19131.0
Land,Fixed Assets,225.0,236.0,294.0,310.0,319.0,367.0,404.0
Building,Fixed Assets,108.0,110.0,130.0,139.0,179.0,208.0,214.0
Plant Machinery,Fixed Assets,2266.0,2458.0,2868.0,3214.0,3651.0,3876.0,3882.0
Equipments,Fixed Assets,64.0,57.0,64.0,71.0,71.0,74.0,79.0
Furniture n fittings,Fixed Assets,57.0,63.0,73.0,83.0,84.0,91.0,97.0
Vehicles,Fixed Assets,45.0,47.0,54.0,52.0,60.0,69.0,67.0
Intangible Assets,Fixed Assets,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Other fixed assets,Fixed Assets,621.0,708.0,835.0,1049.0,1279.0,1371.0,1431.0
Gross Block,Fixed Assets,3391.0,3678.0,4318.0,4918.0,5643.0,6056.0,6173.0
Accumulated Depreciation,Fixed Assets,1453.0,1676.0,2000.0,2420.0,2859.0,3318.0,3674.0
Long term Borrowings,Borrowings,573.0,473.0,402.0,596.0,598.0,595.0,920.0
Short term Borrowings,Borrowings,953.0,1116.0,1153.0,966.0,1857.0,1640.0,2619.0
Lease Liabilities,Borrowings,46.0,28.0,68.0,49.0,68.0,108.0,89.0
Preference Capital,Borrowings,450.0,450.0,450.0,450.0,0.0,0.0,0.0
Other Borrowings,Borrowings,96.0,0.0,0.0,0.0,0.0,0.0,0.0
Non controlling int,Other Liabilities,-13.0,-11.0,-9.0,2.0,2.0,2.0,1.0
Trade Payables,Other Liabilities,3361.0,2976.0,2697.0,3508.0,4326.0,3541.0,4043.0
Advance from Customers,Other Liabilities,0.0,1009.0,0.0,0.0,2.0,1.0,6.0
Other liability items,Other Liabilities,5838.0,4509.0,5950.0,6003.0,5786.0,5971.0,6004.0
Inventories,Other Assets,1067.0,938.0,1270.0,1586.0,1627.0,1010.0,1017.0
Trade receivables,Other Assets,2475.0,2575.0,2304.0,2197.0,3121.0,2779.0,3432.0
Cash Equivalents,Other Assets,639.0,711.0,526.0,377.0,666.0,771.0,886.0
Loans n Advances,Other Assets,476.0,469.0,506.0,665.0,600.0,310.0,334.0
Other asset items,Other Assets,6484.0,5648.0,6031.0,6794.0,7393.0,9477.0,10062.0
