,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,16.0,16.0,16.0,16.0,16.0,16.0,16.0
Reserves,,3631.0,5887.0,7141.0,7942.0,8707.0,9134.0,10341.0
Borrowings,,5.0,5.0,5.0,4.0,372.0,314.0,284.0
Other Liabilities,,435.0,588.0,671.0,814.0,1515.0,1708.0,1869.0
Total Liabilities,,4086.0,6496.0,7834.0,8778.0,10611.0,11173.0,12511.0
Fixed Assets,,968.0,954.0,1502.0,1571.0,3947.0,4147.0,4492.0
CWIP,,188.0,338.0,191.0,177.0,238.0,151.0,342.0
Investments,,0.0,0.0,155.0,0.0,0.0,0.0,0.0
Other Assets,,2929.0,5204.0,5986.0,7030.0,6426.0,6875.0,7676.0
Total Assets,,4086.0,6496.0,7834.0,8778.0,10611.0,11173.0,12511.0
Land,Fixed Assets,45.0,45.0,64.0,65.0,932.0,954.0,
Building,Fixed Assets,225.0,249.0,320.0,333.0,594.0,639.0,
Plant Machinery,Fixed Assets,922.0,949.0,1435.0,1572.0,2652.0,3111.0,
Equipments,Fixed Assets,108.0,125.0,189.0,221.0,290.0,329.0,
Computers,Fixed Assets,20.0,29.0,35.0,51.0,61.0,70.0,
Furniture n fittings,Fixed Assets,23.0,28.0,30.0,34.0,37.0,38.0,
Vehicles,Fixed Assets,5.0,5.0,5.0,5.0,18.0,29.0,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,242.0,248.0,402.0
Other fixed assets,Fixed Assets,0.0,0.0,3.0,13.0,186.0,193.0,
Gross Block,Fixed Assets,1348.0,1431.0,2081.0,2295.0,5012.0,5613.0,
Accumulated Depreciation,Fixed Assets,380.0,476.0,579.0,724.0,1065.0,1466.0,
Long term Borrowings,Borrowings,4.0,4.0,4.0,3.0,107.0,78.0,70.0
Short term Borrowings,Borrowings,0.0,0.0,0.0,1.0,213.0,192.0,173.0
Lease Liabilities,Borrowings,0.0,1.0,1.0,1.0,52.0,45.0,40.0
Other Borrowings,Borrowings,1.0,0.0,0.0,0.0,0.0,0.0,
Trade Payables,Other Liabilities,249.0,396.0,463.0,587.0,768.0,820.0,834.0
Advance from Customers,Other Liabilities,34.0,34.0,34.0,76.0,52.0,150.0,
Other liability items,Other Liabilities,152.0,157.0,174.0,151.0,695.0,738.0,1035.0
Inventories,Other Assets,756.0,1275.0,1186.0,1945.0,1655.0,1685.0,1744.0
Trade receivables,Other Assets,602.0,671.0,1199.0,871.0,1559.0,1517.0,1891.0
Cash Equivalents,Other Assets,1325.0,3006.0,3093.0,3771.0,1839.0,2556.0,3359.0
Loans n Advances,Other Assets,19.0,11.0,15.0,47.0,61.0,88.0,0.0
Other asset items,Other Assets,227.0,241.0,493.0,396.0,1312.0,1029.0,682.0
