,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,1658.0,1690.0,1902.0,2618.0,4047.0,5710.0,5876.0,8681.0,8681.0,8681.0,9051.0,9051.0
Reserves,,16077.0,16818.0,16309.0,15592.0,15349.0,15827.0,20621.0,18868.0,20536.0,23693.0,27830.0,29950.0
Deposits,,262263.0,266686.0,297309.0,295354.0,300311.0,314201.0,330328.0,343165.0,359775.0,385541.0,413271.0,468444.0
Borrowing,,19777.0,9503.0,9623.0,6026.0,5640.0,6076.0,5760.0,7663.0,8334.0,20013.0,21820.0,31854.0
Other Liabilities,,12991.0,11924.0,9551.0,7759.0,6538.0,15337.0,7390.0,8915.0,9754.0,9844.0,8485.0,11780.0
Total Liabilities,,312766.0,306621.0,334695.0,327349.0,331885.0,357151.0,369974.0,387292.0,407080.0,447772.0,480457.0,551079.0
Fixed Assets,,2843.0,4369.0,4300.0,4353.0,4320.0,4346.0,5142.0,4964.0,4786.0,5345.0,5214.0,5126.0
CWIP,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,,89921.0,89087.0,92277.0,102769.0,125453.0,142526.0,148518.0,140775.0,136569.0,144010.0,141652.0,157607.0
Other Assets,,220001.0,213165.0,238118.0,220227.0,202112.0,210279.0,216315.0,241553.0,265725.0,298416.0,333591.0,388346.0
Total Assets,,312766.0,306621.0,334695.0,327349.0,331885.0,357151.0,369974.0,387292.0,407080.0,447772.0,480457.0,551079.0
Building,Fixed Assets,2485.1,4010.66,4012.85,4032.8,4022.94,4022.52,4910.13,4881.19,4882.93,5375.28,5384.05,
Other fixed assets,Fixed Assets,2303.79,2480.56,2646.24,2918.07,3133.3,3429.07,3543.03,3667.19,3984.98,4339.64,3311.65,
Gross Block,Fixed Assets,4788.89,6491.22,6659.09,6950.87,7156.24,7451.59,8453.16,8548.38,8867.91,9714.92,8695.7,
Accumulated Depreciation,Fixed Assets,1945.94,2122.19,2359.16,2598.01,2836.43,3105.88,3311.37,3584.12,4082.33,4369.67,3481.67,
Non controlling int,Other Liabilities,33.0,35.0,35.0,40.0,43.0,45.0,51.0,58.0,67.0,76.0,85.0,92.0
Trade Payables,Other Liabilities,868.0,662.0,750.0,692.0,645.0,620.0,784.0,1115.0,949.0,991.0,949.0,0.0
Other liability items,Other Liabilities,12090.0,11227.0,8766.0,7027.0,5849.0,14671.0,6555.0,7742.0,8737.0,8776.0,7451.0,11688.0
Cash Equivalents,Other Assets,11851.0,12411.0,73317.0,34494.0,19442.0,28392.0,30713.0,36578.0,25933.0,21529.0,21511.0,18953.0
Loans n Advances,Other Assets,3046.0,4016.0,5282.0,5350.0,5167.0,5374.0,4238.0,3964.0,4266.0,4516.0,3700.0,338209.0
Other asset items,Other Assets,205104.0,196738.0,159519.0,180382.0,177503.0,176513.0,181364.0,201012.0,235525.0,272372.0,308379.0,31185.0
