,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Reserves,,525.0,667.0,837.0,997.0,1156.0,1343.0,1515.0,1684.0,1950.0,2282.0,2615.0,2982.0
Borrowings,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,272.0
Other Liabilities,,137.0,159.0,182.0,172.0,178.0,252.0,293.0,273.0,298.0,354.0,385.0,421.0
Total Liabilities,,676.0,841.0,1033.0,1183.0,1349.0,1610.0,1822.0,1972.0,2263.0,2650.0,3016.0,3689.0
Fixed Assets,,159.0,165.0,188.0,229.0,213.0,776.0,759.0,846.0,804.0,757.0,916.0,1175.0
CWIP,,100.0,143.0,262.0,357.0,509.0,2.0,51.0,82.0,86.0,162.0,753.0,763.0
Investments,,384.0,442.0,482.0,499.0,531.0,672.0,810.0,846.0,1161.0,1494.0,1135.0,1520.0
Other Assets,,33.0,90.0,101.0,99.0,96.0,160.0,202.0,197.0,212.0,237.0,211.0,231.0
Total Assets,,676.0,841.0,1033.0,1183.0,1349.0,1610.0,1822.0,1972.0,2263.0,2650.0,3016.0,3689.0
Land,Fixed Assets,6.01,6.01,6.38,6.38,6.38,6.38,6.38,7.12,7.12,7.06,7.22,
Building,Fixed Assets,146.19,122.99,132.28,43.58,44.0,46.12,46.12,138.61,121.41,121.96,284.44,
Plant Machinery,Fixed Assets,39.18,23.26,36.85,37.06,37.18,40.96,41.12,43.95,47.17,47.98,64.89,
Equipments,Fixed Assets,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Furniture n fittings,Fixed Assets,13.1,16.33,22.54,19.77,20.57,21.23,21.7,21.94,25.79,28.36,57.61,
Vehicles,Fixed Assets,4.28,2.7,3.76,4.38,4.38,4.39,4.46,3.65,2.33,2.39,2.58,
Intangible Assets,Fixed Assets,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
Other fixed assets,Fixed Assets,-0.01,0.01,0.0,143.08,136.96,716.2,723.67,741.85,741.12,743.43,742.85,
Gross Block,Fixed Assets,215.02,171.3,201.81,254.25,249.47,835.28,843.45,957.12,944.94,951.18,1159.59,
Accumulated Depreciation,Fixed Assets,55.84,6.48,14.01,25.7,36.58,59.01,84.73,110.66,140.84,194.09,243.48,
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,272.0
Other Borrowings,Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Trade Payables,Other Liabilities,5.0,9.0,23.0,9.0,11.0,15.0,11.0,9.0,14.0,15.0,12.0,15.0
Advance from Customers,Other Liabilities,20.0,30.0,28.0,33.0,36.0,38.0,47.0,31.0,33.0,38.0,43.0,
Other liability items,Other Liabilities,111.0,120.0,131.0,129.0,132.0,200.0,235.0,234.0,250.0,300.0,330.0,405.0
Inventories,Other Assets,8.0,11.0,13.0,12.0,9.0,9.0,7.0,8.0,12.0,14.0,10.0,13.0
Trade receivables,Other Assets,11.0,15.0,12.0,14.0,18.0,17.0,30.0,19.0,23.0,12.0,16.0,19.0
Cash Equivalents,Other Assets,5.0,6.0,6.0,10.0,7.0,13.0,9.0,10.0,18.0,28.0,19.0,25.0
Loans n Advances,Other Assets,5.0,6.0,11.0,1.0,1.0,3.0,5.0,6.0,8.0,8.0,11.0,44.0
Other asset items,Other Assets,5.0,52.0,59.0,61.0,60.0,118.0,150.0,155.0,152.0,175.0,155.0,130.0
