,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,7.0,8.0,8.0,8.0,9.0,22.0,22.0,22.0
Reserves,,534.0,204.0,-219.0,-663.0,-816.0,1017.0,1120.0,2160.0
Borrowings,,2068.0,2168.0,2401.0,2607.0,2744.0,2123.0,2246.0,1854.0
Other Liabilities,,184.0,228.0,298.0,435.0,327.0,284.0,255.0,418.0
Total Liabilities,,2794.0,2608.0,2488.0,2387.0,2263.0,3445.0,3643.0,4454.0
Fixed Assets,,2480.0,2285.0,2193.0,2042.0,1916.0,2950.0,3192.0,3474.0
CWIP,,18.0,19.0,18.0,20.0,20.0,32.0,95.0,139.0
Investments,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,,267.0,304.0,278.0,325.0,327.0,462.0,356.0,840.0
Total Assets,,2794.0,2608.0,2488.0,2387.0,2263.0,3445.0,3643.0,4454.0
Land,Fixed Assets,722.0,722.0,722.0,708.0,760.0,1070.0,1107.0,
Building,Fixed Assets,1361.0,1318.0,1303.0,1263.0,1262.0,1642.0,1834.0,
Plant Machinery,Fixed Assets,496.0,500.0,500.0,492.0,171.0,196.0,204.0,
Equipments,Fixed Assets,21.0,21.0,21.0,19.0,19.0,19.0,20.0,
Computers,Fixed Assets,37.0,40.0,41.0,39.0,485.0,545.0,567.0,
Furniture n fittings,Fixed Assets,178.0,179.0,179.0,173.0,5.0,5.0,6.0,
Vehicles,Fixed Assets,6.0,6.0,6.0,5.0,39.0,42.0,58.0,
Intangible Assets,Fixed Assets,27.0,7.0,7.0,7.0,10.0,456.0,525.0,527.0
Other fixed assets,Fixed Assets,21.0,110.0,141.0,138.0,34.0,35.0,22.0,
Gross Block,Fixed Assets,2869.0,2903.0,2920.0,2844.0,2785.0,4011.0,4344.0,
Accumulated Depreciation,Fixed Assets,389.0,618.0,727.0,802.0,870.0,1061.0,1152.0,
Long term Borrowings,Borrowings,1992.0,1933.0,1885.0,2388.0,2055.0,1560.0,1963.0,1509.0
Short term Borrowings,Borrowings,56.0,30.0,516.0,219.0,635.0,517.0,165.0,200.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,54.0,46.0,118.0,146.0
Other Borrowings,Borrowings,20.0,204.0,0.0,0.0,-0.0,-0.0,0.0,
Non controlling int,Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
Trade Payables,Other Liabilities,55.0,68.0,100.0,122.0,140.0,127.0,95.0,98.0
Advance from Customers,Other Liabilities,8.0,7.0,0.0,0.0,8.0,10.0,9.0,
Other liability items,Other Liabilities,122.0,152.0,198.0,312.0,179.0,147.0,150.0,216.0
Inventories,Other Assets,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0
Trade receivables,Other Assets,31.0,28.0,14.0,18.0,51.0,61.0,67.0,68.0
Cash Equivalents,Other Assets,49.0,85.0,155.0,161.0,131.0,147.0,70.0,194.0
Loans n Advances,Other Assets,15.0,14.0,0.0,0.0,29.0,35.0,26.0,107.0
Other asset items,Other Assets,168.0,171.0,106.0,143.0,112.0,215.0,188.0,468.0
