,parent_line_item,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,0.05,0.05,0.05,0.05,285.0,285.0,285.0,285.0,285.0,285.0,285.0
Reserves,,-0.0,-0.0,-0.0,-0.0,-1.0,92.0,87.0,81.0,71.0,114.0,149.0
Borrowings,,1.0,1.0,1.0,1.0,4.0,41.0,68.0,65.0,62.0,60.0,87.0
Other Liabilities,,0.0,0.0,0.0,0.0,1.0,661.0,661.0,646.0,650.0,644.0,642.0
Total Liabilities,,1.0,1.0,1.0,1.0,289.0,1079.0,1102.0,1076.0,1068.0,1102.0,1163.0
Fixed Assets,,0.0,0.0,0.0,0.0,282.0,933.0,944.0,944.0,947.0,947.0,948.0
CWIP,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,,1.0,1.0,1.0,0.0,6.0,145.0,158.0,132.0,122.0,155.0,215.0
Total Assets,,1.0,1.0,1.0,1.0,289.0,1079.0,1102.0,1076.0,1068.0,1102.0,1163.0
Land,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Computers,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0
Other fixed assets,Fixed Assets,0.0,0.0,0.0,0.0,0.0,651.0,662.0,662.0,665.0,665.0,
Gross Block,Fixed Assets,0.0,0.0,0.0,0.0,282.0,933.0,944.0,944.0,947.0,947.0,
Accumulated Depreciation,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Long term Borrowings,Borrowings,1.0,1.0,1.0,1.0,1.0,37.0,62.0,59.0,56.0,54.0,82.0
Short term Borrowings,Borrowings,0.0,0.0,0.0,0.0,3.0,4.0,6.0,6.0,6.0,6.0,5.0
Other Borrowings,Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Trade Payables,Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Other liability items,Other Liabilities,0.0,0.0,0.0,0.0,1.0,661.0,660.0,645.0,649.0,643.0,641.0
Inventories,Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
Trade receivables,Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Equivalents,Other Assets,1.0,1.0,1.0,0.0,3.0,139.0,148.0,119.0,0.0,50.0,25.0
Loans n Advances,Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Other asset items,Other Assets,0.0,0.0,0.0,0.0,3.0,6.0,9.0,11.0,120.0,103.0,59.0
