,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,9.0,9.0,9.0,18.0,18.0,18.0,18.0,18.0
Reserves,,201.0,270.0,362.0,484.0,531.0,631.0,856.0,1099.0
Borrowings,,284.0,145.0,68.0,55.0,9.0,16.0,43.0,81.0
Other Liabilities,,231.0,205.0,248.0,340.0,589.0,558.0,737.0,813.0
Total Liabilities,,725.0,629.0,687.0,897.0,1148.0,1223.0,1654.0,2012.0
Fixed Assets,,94.0,110.0,102.0,134.0,164.0,255.0,359.0,428.0
CWIP,,0.0,0.0,2.0,2.0,0.0,5.0,4.0,4.0
Investments,,81.0,80.0,25.0,312.0,249.0,247.0,267.0,297.0
Other Assets,,549.0,439.0,558.0,449.0,734.0,716.0,1023.0,1282.0
Total Assets,,725.0,629.0,687.0,897.0,1148.0,1223.0,1654.0,2012.0
Land,Fixed Assets,3.0,6.0,5.0,11.0,26.0,26.0,29.0,29.0
Building,Fixed Assets,51.0,65.0,57.0,76.0,79.0,116.0,185.0,204.0
Plant Machinery,Fixed Assets,6.0,6.0,72.0,90.0,112.0,161.0,209.0,233.0
Equipments,Fixed Assets,83.0,90.0,5.0,6.0,8.0,11.0,16.0,18.0
Furniture n fittings,Fixed Assets,2.0,2.0,2.0,2.0,3.0,5.0,12.0,15.0
Vehicles,Fixed Assets,1.0,2.0,3.0,3.0,3.0,4.0,5.0,6.0
Wind turbines,Fixed Assets,0.0,0.0,6.0,6.0,6.0,6.0,8.0,8.0
Intangible Assets,Fixed Assets,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0
Other fixed assets,Fixed Assets,4.0,4.0,3.0,3.0,3.0,3.0,4.0,54.0
Gross Block,Fixed Assets,149.0,175.0,152.0,197.0,241.0,343.0,478.0,576.0
Accumulated Depreciation,Fixed Assets,55.0,66.0,50.0,63.0,76.0,88.0,119.0,148.0
Long term Borrowings,Borrowings,59.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Short term Borrowings,Borrowings,197.0,86.0,60.0,43.0,0.0,5.0,33.0,70.0
Lease Liabilities,Borrowings,0.0,0.0,7.0,11.0,9.0,11.0,10.0,12.0
Other Borrowings,Borrowings,28.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
Trade Payables,Other Liabilities,24.0,16.0,17.0,40.0,62.0,124.0,138.0,156.0
Advance from Customers,Other Liabilities,132.0,99.0,118.0,175.0,362.0,251.0,386.0,476.0
Other liability items,Other Liabilities,75.0,90.0,113.0,124.0,165.0,183.0,212.0,181.0
Inventories,Other Assets,222.0,161.0,146.0,323.0,413.0,434.0,493.0,478.0
Trade receivables,Other Assets,148.0,147.0,113.0,78.0,143.0,174.0,252.0,313.0
Cash Equivalents,Other Assets,66.0,58.0,202.0,9.0,62.0,9.0,21.0,23.0
Loans n Advances,Other Assets,37.0,18.0,25.0,13.0,25.0,24.0,26.0,23.0
Other asset items,Other Assets,77.0,55.0,73.0,27.0,92.0,75.0,232.0,445.0
