,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,0.04,0.04,0.04,37.0,37.0,37.0,39.0,44.0
Reserves,,-199.0,-225.0,30.0,306.0,337.0,409.0,595.0,2003.0
Borrowings,,224.0,240.0,15.0,3.0,10.0,46.0,40.0,44.0
Other Liabilities,,36.0,55.0,136.0,193.0,200.0,140.0,231.0,451.0
Total Liabilities,,60.0,70.0,181.0,538.0,583.0,632.0,904.0,2541.0
Fixed Assets,,8.0,6.0,100.0,289.0,292.0,271.0,286.0,528.0
CWIP,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Investments,,6.0,12.0,2.0,40.0,48.0,86.0,119.0,546.0
Other Assets,,46.0,52.0,79.0,209.0,236.0,276.0,498.0,1468.0
Total Assets,,60.0,70.0,181.0,538.0,583.0,632.0,904.0,2541.0
Building,Fixed Assets,0.0,0.0,3.0,3.0,0.0,0.0,0.0,
Equipments,Fixed Assets,0.0,0.0,0.0,0.0,1.0,1.0,2.0,
Computers,Fixed Assets,1.0,1.0,1.0,3.0,3.0,3.0,7.0,
Furniture n fittings,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Vehicles,Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Intangible Assets,Fixed Assets,0.0,0.0,82.0,254.0,259.0,249.0,260.0,508.0
Other fixed assets,Fixed Assets,10.0,8.0,15.0,37.0,48.0,79.0,53.0,
Gross Block,Fixed Assets,11.0,10.0,101.0,297.0,310.0,333.0,322.0,
Accumulated Depreciation,Fixed Assets,3.0,3.0,1.0,8.0,18.0,62.0,35.0,
Long term Borrowings,Borrowings,212.54,232.57,9.84,0.0,0.0,0.0,0.0,0.0
Short term Borrowings,Borrowings,3.0,0.0,5.1,2.73,0.54,40.08,32.37,24.54
Lease Liabilities,Borrowings,8.71,7.84,0.0,0.0,9.49,5.97,7.82,19.48
Preference Capital,Borrowings,212.54,232.57,0.56,0.0,0.0,0.0,0.0,0.0
Other Borrowings,Borrowings,-212.54,-232.57,-0.56,0.0,0.0,0.0,-0.01,
Non controlling int,Other Liabilities,0.0,0.0,0.0,0.0,13.0,0.0,3.0,1.0
Trade Payables,Other Liabilities,26.0,28.0,20.0,45.0,36.0,57.0,103.0,192.0
Advance from Customers,Other Liabilities,0.0,0.0,0.0,0.0,8.0,2.0,5.0,
Other liability items,Other Liabilities,9.0,27.0,117.0,148.0,142.0,81.0,120.0,257.0
Trade receivables,Other Assets,22.0,4.0,26.0,9.0,12.0,28.0,37.0,47.0
Cash Equivalents,Other Assets,8.0,32.0,31.0,105.0,93.0,80.0,279.0,450.0
Loans n Advances,Other Assets,4.0,6.0,0.0,0.0,80.0,83.0,114.0,761.0
Other asset items,Other Assets,12.0,10.0,22.0,96.0,52.0,85.0,69.0,210.0
