,parent_line_item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,6654.0,6654.0,39.0,39.0,37.0,37.0,37.0,38.0,38.0,38.0
Reserves,,2975.0,3681.0,10600.0,10522.0,12773.0,16024.0,15591.0,16359.0,17336.0,17941.0
Borrowings,,8038.0,7266.0,5883.0,6049.0,3839.0,3176.0,3855.0,4805.0,5702.0,7406.0
Other Liabilities,,3595.0,3763.0,4016.0,4268.0,5237.0,5431.0,6036.0,6510.0,7095.0,7874.0
Total Liabilities,,21262.0,21364.0,20538.0,20878.0,21886.0,24668.0,25519.0,27712.0,30171.0,33259.0
Fixed Assets,,15516.0,14037.0,13573.0,12555.0,13626.0,14147.0,14784.0,15732.0,17306.0,19371.0
CWIP,,128.0,168.0,520.0,1740.0,1006.0,1034.0,1871.0,2395.0,2616.0,2726.0
Investments,,2740.0,3505.0,2424.0,2816.0,4033.0,5704.0,3524.0,4462.0,5119.0,5878.0
Other Assets,,2878.0,3654.0,4021.0,3767.0,3221.0,3783.0,5340.0,5123.0,5130.0,5284.0
Total Assets,,21262.0,21364.0,20538.0,20878.0,21886.0,24668.0,25519.0,27712.0,30171.0,33259.0
Land,Fixed Assets,1056.0,1105.0,1190.0,1247.0,1336.0,1429.0,1768.0,1880.0,2046.0,2420.0
Building,Fixed Assets,1185.0,1221.0,1295.0,1416.0,1526.0,1439.0,1720.0,1910.0,2035.0,2525.0
Plant Machinery,Fixed Assets,8264.0,8485.0,8918.0,9101.0,11054.0,12220.0,13488.0,15182.0,17167.0,19275.0
Equipments,Fixed Assets,35.0,41.0,58.0,65.0,73.0,88.0,104.0,123.0,135.0,151.0
Furniture n fittings,Fixed Assets,20.0,23.0,26.0,27.0,28.0,42.0,52.0,58.0,62.0,66.0
Vehicles,Fixed Assets,24.0,25.0,27.0,60.0,66.0,49.0,107.0,122.0,125.0,142.0
Intangible Assets,Fixed Assets,6019.0,5431.0,5570.0,5570.0,5570.0,5696.0,5696.0,5696.0,5696.0,5695.0
Other fixed assets,Fixed Assets,1232.0,1234.0,1234.0,1258.0,1271.0,1484.0,1438.0,1580.0,2018.0,2232.0
Gross Block,Fixed Assets,17835.0,17565.0,18318.0,18744.0,20924.0,22447.0,24373.0,26551.0,29284.0,32506.0
Accumulated Depreciation,Fixed Assets,2319.0,3528.0,4745.0,6189.0,7298.0,8300.0,9589.0,10819.0,11978.0,13135.0
Long term Borrowings,Borrowings,6254.0,5459.0,4015.0,3505.0,2089.0,1922.0,3210.0,4431.0,4605.0,6168.0
Short term Borrowings,Borrowings,1233.0,863.0,908.0,1246.0,1619.0,1197.0,532.0,199.0,653.0,584.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,99.0,131.0,57.0,113.0,175.0,444.0,654.0
Other Borrowings,Borrowings,551.0,944.0,960.0,1199.0,0.0,0.0,0.0,0.0,0.0,0.0
Non controlling int,Other Liabilities,-29.0,-30.0,11.0,25.0,34.0,72.0,116.0,110.0,126.0,144.0
Trade Payables,Other Liabilities,890.0,933.0,877.0,829.0,899.0,850.0,1135.0,1316.0,1539.0,1294.0
Advance from Customers,Other Liabilities,100.0,91.0,127.0,153.0,186.0,195.0,203.0,279.0,287.0,286.0
Other liability items,Other Liabilities,2634.0,2769.0,3001.0,3261.0,4118.0,4314.0,4582.0,4805.0,5143.0,6150.0
Inventories,Other Assets,652.0,779.0,1032.0,974.0,760.0,945.0,1316.0,1218.0,1386.0,1192.0
Trade receivables,Other Assets,530.0,564.0,549.0,664.0,511.0,673.0,700.0,836.0,889.0,864.0
Cash Equivalents,Other Assets,175.0,354.0,469.0,403.0,247.0,160.0,285.0,582.0,158.0,224.0
Loans n Advances,Other Assets,58.0,117.0,304.0,235.0,261.0,366.0,333.0,421.0,370.0,378.0
Other asset items,Other Assets,1463.0,1840.0,1667.0,1491.0,1442.0,1639.0,2706.0,2066.0,2327.0,2626.0
