,parent_line_item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,22.0,23.0,23.0,23.0,42.0,53.0,53.0,53.0,53.0,53.0
Reserves,,636.0,1037.0,1106.0,574.0,480.0,697.0,857.0,950.0,904.0,890.0
Borrowings,,604.0,745.0,824.0,2162.0,1755.0,958.0,1265.0,1148.0,1157.0,1336.0
Other Liabilities,,946.0,1371.0,1571.0,1673.0,1424.0,1558.0,1497.0,1456.0,1695.0,1936.0
Total Liabilities,,2208.0,3176.0,3524.0,4433.0,3701.0,3267.0,3672.0,3607.0,3809.0,4216.0
Fixed Assets,,340.0,532.0,537.0,1234.0,1045.0,661.0,865.0,896.0,1008.0,1080.0
CWIP,,0.0,1.0,11.0,1.0,0.0,0.0,2.0,4.0,3.0,4.0
Investments,,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,,1786.0,2643.0,2975.0,3197.0,2656.0,2605.0,2805.0,2707.0,2798.0,3132.0
Total Assets,,2208.0,3176.0,3524.0,4433.0,3701.0,3267.0,3672.0,3607.0,3809.0,4216.0
Building,Fixed Assets,185.0,274.0,324.0,316.0,278.0,181.0,183.0,176.0,208.0,242.0
Plant Machinery,Fixed Assets,57.0,80.0,94.0,91.0,78.0,30.0,30.0,25.0,34.0,42.0
Equipments,Fixed Assets,19.0,27.0,36.0,36.0,30.0,17.0,16.0,13.0,16.0,21.0
Computers,Fixed Assets,21.0,33.0,42.0,51.0,49.0,27.0,33.0,38.0,41.0,42.0
Furniture n fittings,Fixed Assets,134.0,181.0,218.0,219.0,173.0,146.0,158.0,149.0,180.0,214.0
Vehicles,Fixed Assets,6.0,6.0,9.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0
Intangible Assets,Fixed Assets,69.0,217.0,188.0,251.0,251.0,190.0,213.0,196.0,166.0,166.0
Other fixed assets,Fixed Assets,13.0,22.0,62.0,1051.0,906.0,434.0,662.0,683.0,816.0,865.0
Gross Block,Fixed Assets,504.0,841.0,972.0,2020.0,1771.0,1028.0,1299.0,1282.0,1465.0,1594.0
Accumulated Depreciation,Fixed Assets,163.0,309.0,435.0,786.0,726.0,367.0,434.0,387.0,457.0,514.0
Long term Borrowings,Borrowings,153.0,81.0,86.0,163.0,157.0,72.0,31.0,11.0,8.0,105.0
Short term Borrowings,Borrowings,424.0,590.0,704.0,1048.0,746.0,430.0,567.0,456.0,381.0,426.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,918.0,812.0,456.0,667.0,682.0,767.0,805.0
Other Borrowings,Borrowings,27.0,74.0,33.0,33.0,40.0,0.0,0.0,0.0,0.0,0.0
Non controlling int,Other Liabilities,0.0,87.0,91.0,88.0,69.0,100.0,183.0,189.0,207.0,217.0
Trade Payables,Other Liabilities,748.0,1068.0,1239.0,1325.0,932.0,1048.0,1020.0,936.0,833.0,885.0
Advance from Customers,Other Liabilities,52.0,6.0,9.0,21.0,31.0,38.0,68.0,61.0,34.0,41.0
Other liability items,Other Liabilities,146.0,210.0,231.0,239.0,392.0,373.0,228.0,269.0,621.0,794.0
Inventories,Other Assets,944.0,727.0,1184.0,1306.0,810.0,831.0,982.0,909.0,1080.0,1390.0
Trade receivables,Other Assets,250.0,784.0,879.0,781.0,626.0,572.0,560.0,647.0,729.0,752.0
Cash Equivalents,Other Assets,23.0,28.0,12.0,12.0,19.0,105.0,200.0,168.0,165.0,64.0
Loans n Advances,Other Assets,101.0,61.0,116.0,131.0,106.0,44.0,56.0,30.0,39.0,50.0
Other asset items,Other Assets,468.0,1042.0,785.0,967.0,1096.0,1054.0,1007.0,953.0,785.0,877.0
