,parent_line_item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0
Reserves,,2370.0,2636.0,3182.0,3368.0,3393.0,3607.0,3775.0,3867.0,3729.0,3589.0
Borrowings,,5700.0,4369.0,1020.0,1400.0,1049.0,1336.0,1059.0,2502.0,4997.0,5636.0
Other Liabilities,,2154.0,3214.0,1861.0,1868.0,2141.0,2684.0,3465.0,4018.0,7646.0,10895.0
Total Liabilities,,10336.0,10331.0,6175.0,6747.0,6693.0,7739.0,8411.0,10499.0,16483.0,20233.0
Fixed Assets,,7309.0,7256.0,4430.0,4293.0,4139.0,4059.0,3952.0,3734.0,1437.0,1366.0
CWIP,,34.0,35.0,275.0,176.0,210.0,211.0,190.0,58.0,26.0,19.0
Investments,,258.0,223.0,183.0,107.0,238.0,409.0,228.0,692.0,1085.0,1512.0
Other Assets,,2734.0,2817.0,1287.0,2171.0,2106.0,3060.0,4041.0,6015.0,13935.0,17336.0
Total Assets,,10336.0,10331.0,6175.0,6747.0,6693.0,7739.0,8411.0,10499.0,16483.0,20233.0
Land,Fixed Assets,427.0,474.0,397.0,397.0,404.0,395.0,369.0,369.0,346.0,337.0
Building,Fixed Assets,1045.0,985.0,622.0,638.0,652.0,665.0,672.0,691.0,356.0,385.0
Plant Machinery,Fixed Assets,8338.0,8147.0,5275.0,5325.0,5378.0,5492.0,5554.0,5477.0,1133.0,1132.0
Equipments,Fixed Assets,29.0,32.0,11.0,12.0,13.0,13.0,15.0,20.0,18.0,22.0
Furniture n fittings,Fixed Assets,463.0,464.0,168.0,168.0,169.0,169.0,179.0,197.0,74.0,84.0
Railway sidings,Fixed Assets,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vehicles,Fixed Assets,17.0,17.0,10.0,9.0,9.0,10.0,11.0,15.0,13.0,13.0
Other fixed assets,Fixed Assets,1173.0,1236.0,1063.0,1074.0,1074.0,1087.0,1115.0,1120.0,1096.0,1099.0
Gross Block,Fixed Assets,11554.0,11417.0,7545.0,7623.0,7698.0,7832.0,7916.0,7890.0,3035.0,3073.0
Accumulated Depreciation,Fixed Assets,4244.0,4162.0,3115.0,3330.0,3559.0,3773.0,3963.0,4156.0,1598.0,1707.0
Long term Borrowings,Borrowings,3126.0,2392.0,702.0,550.0,865.0,382.0,399.0,2356.0,3709.0,3761.0
Short term Borrowings,Borrowings,1588.0,1463.0,200.0,34.0,160.0,934.0,639.0,126.0,1288.0,1875.0
Lease Liabilities,Borrowings,0.0,0.0,12.0,17.0,23.0,21.0,22.0,20.0,0.0,0.0
Other Borrowings,Borrowings,986.0,514.0,106.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0
Non controlling int,Other Liabilities,0.0,0.0,0.0,132.0,143.0,158.0,152.0,116.0,48.0,-2.0
Trade Payables,Other Liabilities,706.0,682.0,519.0,493.0,621.0,858.0,786.0,732.0,827.0,661.0
Advance from Customers,Other Liabilities,80.0,83.0,14.0,91.0,251.0,607.0,1484.0,2117.0,3822.0,6657.0
Other liability items,Other Liabilities,1369.0,2449.0,1328.0,1153.0,1126.0,1060.0,1043.0,1053.0,2949.0,3579.0
Inventories,Other Assets,1264.0,1179.0,699.0,1338.0,1508.0,2331.0,3256.0,4726.0,8943.0,11060.0
Trade receivables,Other Assets,503.0,421.0,204.0,181.0,158.0,217.0,156.0,166.0,105.0,17.0
Cash Equivalents,Other Assets,89.0,250.0,59.0,119.0,125.0,114.0,151.0,402.0,1001.0,1399.0
Loans n Advances,Other Assets,141.0,214.0,72.0,80.0,73.0,98.0,168.0,119.0,197.0,275.0
Other asset items,Other Assets,737.0,754.0,254.0,453.0,242.0,300.0,309.0,603.0,3689.0,4585.0
