,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,36.0,36.0,36.0,36.0,41.0,43.0,59.0,59.0,59.0,62.0,62.0,62.0
Reserves,,2034.0,2455.0,2349.0,2443.0,2595.0,2837.0,3667.0,4044.0,4323.0,5051.0,5720.0,5862.0
Borrowings,,2572.0,2185.0,2057.0,1697.0,1761.0,1736.0,2138.0,2967.0,2667.0,2332.0,2125.0,1561.0
Other Liabilities,,575.0,1032.0,1078.0,1225.0,1025.0,977.0,1289.0,1554.0,1469.0,1663.0,1788.0,1977.0
Total Liabilities,,5218.0,5708.0,5519.0,5401.0,5421.0,5593.0,7152.0,8624.0,8519.0,9108.0,9695.0,9461.0
Fixed Assets,,1154.0,1780.0,1707.0,1678.0,1633.0,1703.0,2633.0,2763.0,2731.0,2928.0,3102.0,3212.0
CWIP,,1286.0,1278.0,1210.0,1202.0,1237.0,1166.0,1337.0,1208.0,1302.0,1229.0,1249.0,1186.0
Investments,,766.0,786.0,590.0,637.0,684.0,747.0,202.0,457.0,161.0,204.0,145.0,578.0
Other Assets,,2012.0,1863.0,2013.0,1884.0,1868.0,1977.0,2980.0,4196.0,4324.0,4747.0,5200.0,4486.0
Total Assets,,5218.0,5708.0,5519.0,5401.0,5421.0,5593.0,7152.0,8624.0,8519.0,9108.0,9695.0,9461.0
Land,Fixed Assets,616.83,1240.36,1240.13,1243.71,1242.42,1257.05,1614.13,1609.44,1618.79,1645.39,1661.35,
Building,Fixed Assets,200.77,150.7,128.27,138.62,139.43,165.67,277.88,297.06,304.13,315.11,426.41,
Plant Machinery,Fixed Assets,878.47,392.93,401.56,412.13,415.12,495.41,1226.02,1401.53,1454.48,1693.33,1875.74,
Equipments,Fixed Assets,9.03,4.0,4.09,5.04,6.28,7.12,12.5,14.1,16.61,19.1,23.44,
Furniture n fittings,Fixed Assets,10.0,2.84,3.4,4.44,4.83,5.22,6.75,7.43,10.69,12.39,13.65,
Railway sidings,Fixed Assets,47.97,33.63,33.63,33.63,33.63,33.63,33.63,33.63,33.63,33.63,33.63,
Vehicles,Fixed Assets,13.22,7.05,9.13,10.48,12.49,12.81,17.19,18.56,19.3,23.37,29.81,
Intangible Assets,Fixed Assets,14.2,2.16,10.81,10.81,10.81,10.81,2.16,2.16,2.16,2.16,2.16,19.27
Other fixed assets,Fixed Assets,10.87,12.43,3.88,4.62,4.78,5.58,16.56,18.89,21.85,22.36,23.42,
Gross Block,Fixed Assets,1801.36,1846.1,1834.9,1863.48,1869.79,1993.3,3206.82,3402.8,3481.64,3766.84,4089.61,
Accumulated Depreciation,Fixed Assets,647.71,66.15,128.12,185.81,236.68,290.3,574.25,639.59,750.8,838.58,987.94,
Long term Borrowings,Borrowings,1297.0,1152.0,1135.0,849.0,838.0,703.0,802.0,877.0,737.0,418.0,218.0,254.0
Short term Borrowings,Borrowings,903.0,862.0,719.0,568.0,770.0,788.0,1293.0,2053.0,1892.0,1849.0,1841.0,1259.0
Lease Liabilities,Borrowings,0.0,0.0,0.0,0.0,0.0,18.0,42.0,37.0,39.0,66.0,66.0,48.0
Other Borrowings,Borrowings,372.0,171.0,203.0,280.0,153.0,227.0,0.0,-0.0,-0.0,-0.0,0.0,
Non controlling int,Other Liabilities,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
Trade Payables,Other Liabilities,293.0,320.0,275.0,338.0,309.0,386.0,449.0,628.0,587.0,548.0,557.0,552.0
Advance from Customers,Other Liabilities,20.0,47.0,99.0,224.0,99.0,64.0,85.0,0.0,0.0,0.0,0.0,
Other liability items,Other Liabilities,262.0,664.0,702.0,662.0,616.0,526.0,752.0,924.0,880.0,1114.0,1231.0,1424.0
Inventories,Other Assets,689.0,592.0,630.0,610.0,754.0,897.0,1229.0,2245.0,2269.0,2273.0,2464.0,2398.0
Trade receivables,Other Assets,516.0,539.0,459.0,525.0,609.0,618.0,769.0,942.0,1056.0,1365.0,1483.0,1071.0
Cash Equivalents,Other Assets,245.0,140.0,357.0,229.0,150.0,100.0,510.0,519.0,412.0,400.0,206.0,333.0
Loans n Advances,Other Assets,284.0,221.0,231.0,206.0,29.0,39.0,86.0,93.0,105.0,106.0,124.0,293.0
Other asset items,Other Assets,278.0,371.0,337.0,314.0,325.0,323.0,386.0,397.0,482.0,602.0,924.0,392.0
